Year,Subject,Chapter,Level,Category,Stem,Question_A,Question_B,Question_C,Question_D,Ans_A,Ans_B,Ans_C,Ans_D
2025,Business Org & Mgmt 2nd,1,Sylhet Board,Board,"Mr. A is the owner of a factory. Mr. B is the Production Manager, and Mr. C is the Marketing Manager. Two supervisors handle constant field-level responsibilities.",(a) What is the Industrial Revolution?,(b) Explain the concept of Universality of Management.,(c) At which level of management are the supervisors working? Explain.,"(d) 'A and B achieve institutional goals, but their nature of work is different'—Give your opinion.","The Industrial Revolution (1760–1840) was the transition to new manufacturing processes using machines, which gave birth to modern management.","Universality means management principles are applicable to all collective efforts, including families, social clubs, businesses, and governments.","1. Supervisors work at the Lower-level (Operational) Management.

2. They directly oversee the workers' activities.

3. Their focus is on technical execution and daily targets.

4. They act as a link between workers and middle management.","1. Level Difference: A is Top-level (Owner), while B is Mid-level (Manager).

2. Focus: A decides ""what"" to do; B decides ""how"" to do it.

3. Scope: A looks at the whole business; B looks at production specifically.

4. Skill: A needs conceptual skills; B needs human and technical skills."
2025,Business Org & Mgmt 2nd,1,Sylhet Board,Board,"Shahed Chowdhury, a Sales Manager, plans everything but fails to meet targets due to lack of supervision. To fix this, he adopts new managerial decisions for better monitoring.",(a) What is a profession?,(b) Explain the management cycle.,(c) With which management function did Shahed start the sales activity? Explain.,(d) Evaluate the appropriateness of Shahed’s decision for achieving future targets.,"A profession is a specialized occupation requiring advanced education, formal training, and adherence to a specific code of ethics.","The management cycle is the continuous, circular process of Planning $$\rightarrow$$ Organizing $$\rightarrow$$ Staffing $$\rightarrow$$ Directing $$\rightarrow$$ Motivating $$\rightarrow$$ Coordinating $$\rightarrow$$ Controlling.","1. He started with Planning.

2. The stem mentions he ""fixed everything beforehand.""

3. Planning is the primary function that sets targets.

4. It provides the roadmap for sales operations.","1. Decision: He chose to implement Controlling.

2. Corrective Action: Control identifies why targets weren't met (lack of supervision).

3. Discipline: It brings order and dynamic movement to the department.

4. Verification: It ensures future performance matches the planned standards."
2025,Business Org & Mgmt 2nd,1,Barisal Board,Board,Rashed Akbar wants maximum output. He shares 5% of profits with workers and takes steps to improve their standard of living. He is highly respected by his staff.,(a) What is the management cycle?,(b) 'Management is universal'—Explain.,(c) Which management function has Mr. Rashed performed? Explain.,(d) Evaluate the specific skill of Mr. Rashed that played a role in his acceptance among workers.,"The management cycle is the continuous, sequential process of functions (Planning to Controlling) performed to achieve goals.","It means management principles are applicable to all collective human efforts, regardless of the nature or size of the organization.","1. He performed Motivating (প্রেষণা).

2. He provided financial incentives (5% profit).

3. He focused on their welfare.

4. Motivation inspires workers to give their best effort.","1. He demonstrates Human (Interpersonal) Skill.

2. This skill allows him to understand and work with people.

3. His focus on welfare built trust and respect.

4. It bridges the gap between management and labor."
2025,Business Org & Mgmt 2nd,1,Barisal Board,Board,"Chairman Omar Faruk formulated housing policies for officials. He also introduced pension, medical, and family security benefits. Workers now have high morale.",(a) What are the levels of management?,(b) Is management a profession? Explain.,(c) Which level of manager is Mr. Omar Faruk? Explain.,(d) Analyze Mr. Omar Faruk’s interpersonal skills.,"Management levels refer to the hierarchy of authority and responsibility (Top, Mid, Lower) within an organization.","It is a ""quasi-profession"" because it requires specialized knowledge and ethics, though it lacks mandatory legal licensing in some areas.","1. He is a Top-level Manager.

2. As ""Chairman,"" he is the highest authority.

3. He formulates broad institutional policies.

4. He decides long-term benefits and vision.","1. Human Skill: He understands employee needs for security.

2. Morale Building: His policies directly increased worker dedication.

3. Leadership: He acts as a provider and guide.

4. Retention: These skills help in maintaining a stable and loyal workforce."
2025,Business Org & Mgmt 2nd,1,Dinajpur Board,Board,Mr. Amir runs a medicine factory where he sets all policies and supervises personally. He is active in social service and says management is applicable to all fields of life.,(a) What is management?,(b) What is meant by the management cycle? Explain.,(c) At which level of management is Mr. Amir working? Explain.,(d) Analyze the validity of Mr. Amir's opinion in light of Socrates' famous quote on management.,Management is the art of getting things done through people effectively to reach organizational objectives.,It is the circular flow of management functions where the end of one cycle (Control) leads to the start of the next (Planning).,"1. Mr. Amir is in Top-level Management.

2. He ""sets all policies and strategies.""

3. He holds the ultimate decision-making power.

4. He oversees the entire factory's direction.","1. Socrates' View: He stated ""Management is Universal.""

2. Alignment: Amir's claim that it applies ""from individuals to all fields"" reflects this.

3. Evidence: Management is needed in families, NGOs, and factories.

4. Conclusion: His opinion is highly valid as management is a fundamental life skill."
2025,Business Org & Mgmt 2nd,1,Mymensingh Board,Board,Mr. Shihan is involved in strategic planning and policy formulation for a production-oriented firm. Ms. Maliha provides instructions and advice to floor-in-charge staff to implement those plans. The collective effort and skill of the employees are increasing the firm's profit and image.,,,,,"Management is the process of planning, organizing, staffing, directing, motivating, coordinating, and controlling resources to achieve organizational goals effectively and efficiently.","A supervisor is considered a lower-level manager because they are directly involved in the field-level execution of tasks. They oversee the workers' daily activities, provide technical guidance, and ensure that the plans set by higher management are implemented at the operational level.","Ms. Maliha belongs to Mid-level Management.

Explanation: Mid-level managers act as a bridge between top management and the operational level. In the stem, Ms. Maliha takes the plans formulated by Mr. Shihan (Top level) and provides specific instructions and advice to the floor-in-charges to ensure execution. This role of translating strategy into actionable instructions for supervisors is the core characteristic of middle management.","I disagree with the statement. There is a significant difference in the types of skills required for their respective roles:

1. Shihan (Top Level): Primarily requires Conceptual Skills to formulate long-term strategies and navigate complex situations.

2. Maliha (Mid Level): Primarily requires Human (Interpersonal) Skills to lead, motivate, and coordinate with the floor-in-charges.

3. Nature of Work: Shihan focuses on mental labor and decision-making, whereas Maliha focuses on implementation and supervision.

4. Scope: Shihan's skills impact the entire organization's image and profit, while Maliha’s skills focus on departmental efficiency."
2025,Business Org & Mgmt 2nd,1,Mymensingh Board,Board,Diagram of Management Pyramid: Top Level (A) $$\rightarrow$$ Mid Level (B) $$\rightarrow$$ Lower Level (C).,,,,,"The Greek philosopher Socrates said ""Management is Universal.""","""Unity is Strength"" (Esprit de Corps) is important because it fosters team spirit and coordination. When all members of an organization work together harmoniously toward a common objective, resources are used efficiently and the overall success of the institution is ensured.","A' represents Top-level Management.
* Role: Managers at this level are the highest authority in an organization (e.g., Chairman, Directors).
* Functions: Their primary tasks involve defining long-term goals, formulating broad policies, and determining strategic plans.
* Focus: They focus on the organization as a whole rather than specific departments.","I disagree with this statement. While all are managers, the mix of skills required at each level is fundamentally different:
* Level 'A' (Top): Requires high Conceptual Skills for strategy and policy-making.
* Level 'B' (Mid): Requires high Human (Interpersonal) Skills to bridge the gap between policy and execution.
* Level 'C' (Lower): Requires high Technical Skills to supervise workers directly on the field.
* Labor Type: 'A' involves mostly mental labor, while 'C' involves more physical/technical labor."
2023,Business Org & Mgmt 2nd,Mr. Nahid sets policies and plans. Mr. Asad provides instructions to supervisors and foremen to implement those plans.,Who is the father of scientific management?,Why is management called a social process?,Which level of management does Mr. Asad belong to? Explain.,"""The institution is progressing due to the blend of managerial skills of Nahid and Asad""—Do you agree?",F.W. Taylor is the father of scientific management.,"It is a social process because it involves managing, coordinating, and leading people within a community to achieve common welfare.",Mid-level Manager. He acts as a bridge by instructing lower-level staff (supervisors/foremen) to execute top-level plans.,Yes. 1. Nahid provides Conceptual Skill (Vision). 2. Asad provides Human Skill (Execution). 3. Success requires both policy and practice.,,,
2023,Business Org & Mgmt 2nd,"Mr. Maruf, a former supervisor, started his own garment factory using savings and loans. He showed foresight in project selection and followed the principle of economy.",What is Unity of Command?,Why are management principles necessary? Explain.,Which management function's characteristics are present in Mr. Maruf's activities?,Evaluate the logicality of Mr. Maruf's decision.,It means an employee should receive orders from only one superior to avoid confusion and conflict.,"Principles provide a standardized guide for managers to make decisions, solve problems, and ensure consistency in organizational behavior.","Planning. His foresight in ""project selection"" and deciding the nature of the business beforehand is the core of planning.",Logical. 1. He used his prior technical experience as a supervisor. 2. He identified a market gap in his area. 3. He balanced risk with loans and savings.,,,
2023,Business Org & Mgmt 2nd,"Jamila, a domestic worker, claims her husband is a manager. She explains he works in a bakery and oversees 6 workers.",State the period of the Industrial Revolution.,Why are management functions interdependent? Explain.,Which level of manager is Jamila's husband? Explain.,Why should Jamila's husband be termed a manager? Give your opinion.,The period between 1760 and 1840.,"They are interdependent because the output of one (e.g., Planning) serves as the necessary input for the next (e.g., Organizing).",Lower-level (Operational) Manager. He directly supervises field-level workers and ensures the execution of daily tasks.,"He is a manager because he gets work done through others. By directing 6 workers, he performs core functions like leading, supervising, and controlling.",,,
2023,Business Org & Mgmt 2nd,1,Rajshahi Board,Board,Mr. Shahed (MD) instructs Mr. Rafiq (Dept. Head) to improve worker quality. Rafiq takes action. Mr. Rashed supervises the production workers directly.,Who is the father of scientific management?,What is meant by management?,Which management function is Mr. Rafiq involved in? Explain.,Evaluate the effectiveness of mental labor at the management level where Mr. Rashed works.,F.W. Taylor is the father of scientific management.,Management is the process of getting things done through others effectively to reach specific goals.,"1. Mr. Rafiq is involved in Staffing (কর্মীসংস্থান).

2. He was tasked with improving ""worker quality.""

3. This involves training and development.

4. Staffing ensures the right people have the right skills.","1. Mr. Rashed works at the Lower-level (Operational).

2. Mental labor is relatively low here compared to physical/technical labor.

3. Its effectiveness lies in short-term scheduling and direct supervision.

4. It translates top-level vision into manual output."
2023,Business Org & Mgmt 2nd,1,Rajshahi Board,Board,"Mrs. Shaila (MD) sets a 25% sales growth target. She recruits skilled workers, sets daily targets for motivation, and takes daily reports to decide next steps.",What is division of labor?,What is the Scalar Chain principle?,Which level of officer is Mrs. Shaila? Explain.,"""The sales target was achieved due to Mrs. Shaila's use of management functions""—Evaluate.",It is the process of breaking a complex task into smaller parts assigned to specialists.,It refers to the unbroken line of authority and communication from the highest to lowest level of an organization.,"1. She is a Top-level Manager.

2. As Managing Director, she sets broad policies.

3. She plans long-term goals (25% growth).

4. She holds ultimate authority.","1. Planning: Setting the 25% target.

2. Staffing: Recruiting skilled workers.


3. Motivating: Setting daily targets for encouragement.

4. Controlling: Taking daily reports to monitor progress."
2023,Business Org & Mgmt 2nd,1,Comilla Board,Board,"Mr. Subrata (MD) sets a goal and determines who will do what, when, where, and how long it will take in advance. This makes achieving the target easy.",Who is the father of modern management?,"What is ""Management of Managers""?",Which level of management is Mr. Subrata involved in? Explain.,Analyze the importance of the management function adopted by Mr. Subrata in achieving the goal.,Henri Fayol is the father of modern management.,It is the process where top executives manage middle and lower managers rather than general workers.,"1. He is in Top-level Management.

2. He determines the primary goal.

3. He sets the operational framework.

4. He is the Managing Director (MD).","1. He adopted Planning (পরিকল্পনা).

2. It provides direction and reduces uncertainty.

3. It serves as the basis for organizing and controlling.

4. It ensures efficient use of time and resources."
2023,Business Org & Mgmt 2nd,1,Comilla Board,Board,"Mr. Sajjad, an Area Manager, leads 10 supervisors and influences them for goal achievement. Mr. Tanveer is a supervisor under him who implements plans at the field level.",What is the last function of the management cycle?,Why is management called universal?,At which level of management is Mr. Tanveer working? Explain.,Analyze the role of the management function used by Sajjad to achieve goals through team effort.,Controlling is the last function of the management cycle.,"Management is universal because its principles are applicable to every field of human effort, from family to global organizations.","1. Mr. Tanveer works at the Lower-level (Operational) Management.

2. He is a ""supervisor"".

3. He implements plans at the ""field level"".

4. He directly oversees workers.","1. Sajjad used Leading/Directing and Motivating.

2. It builds team spirit (Esprit de Corps).

3. It influences employees to achieve goals.

4. It bridges planning and execution."
2023,Business Org & Mgmt 2nd,1,Dinajpur Board,Board,"""Beacon Pharmaceuticals"" is a large firm. Mr. Matin (Director) sets objectives and policies. Mr. Ratin implements these plans and strategies at the field level.",Who is the father of modern management?,What do you mean by the universality of management?,Which level of manager is Mr. Matin? Explain.,"""Mr. Ratin’s role is vital for plan implementation""—Evaluate in light of the stem.",Henri Fayol is the father of modern management.,It means management principles apply to all collective human activities regardless of the nature or size of the institution.,"1. Mr. Matin is a Top-level Manager.

2. He is a ""Director"".

3. He is involved in ""objective setting and policy formulation"".

4. He provides the overall direction.","1. Ratin is a Mid-level Manager.

2. He acts as a bridge between strategy and the field.

3. Without his implementation, Matin’s policies remain theoretical.

4. He ensures technical execution."
2023,Business Org & Mgmt 2nd,1,Mymensingh Board,Board,"Mr. Sujan is an executive who gives orders across levels. He noticed waste fabric being discarded, so he used it to make cotton and established a factory to reuse it.",What is directing?,Why is the Metro Rail project a single-use plan?,"From a work perspective, what is the scope of Mr. Sujan’s management? Explain.",Which management aspect's importance led to Mr. Sujan’s success? Give your opinion.,"Directing is the process of instructing, guiding, and overseeing employees to ensure they perform tasks correctly.",It is a single-use plan because it is designed for a specific major goal and will lose its direct relevance once the project is completed.,"1. His scope is Broad/Administrative.

2. He ""gives orders across levels and departments"".

3. He handles resource optimization.

4. He is involved in cross-functional coordination.","1. Success is due to Resource Optimization/Innovation.

2. He used the ""6 Ms"" (Materials) efficiently.

3. He converted waste into wealth.

4. He focused on Efficiency and Profitability."
2023,Business Org & Mgmt 2nd,1,Mymensingh Board,Board,Mrs. Momtaz and Mrs. Shahnaz work in the same firm. Momtaz sets objectives and gives instructions to subordinates. Shahnaz directs and supervises workers to achieve those goals.,(a) What is a budget?,(b) Why is a committee formed? Explain.,(c) What type of work is Mrs. Momtaz performing? Explain.,(d) Whose work is more important in managing lower-level workers? Give your opinion.,A budget is the numerical or financial expression of a plan for a specific future period.,"A committee is formed to solve complex problems, make collective decisions, or perform specific investigations through a group of experts.","1. Mrs. Momtaz is performing Top-level Management work.

2. She is responsible for ""setting objectives"".

3. She provides broad direction to subordinates.

4. Her focus is on strategic vision.","1. Mrs. Shahnaz's work is more important for managing workers.

2. She is a Lower-level Manager.

3. She interacts directly with workers through ""supervision"".

4. She ensures technical execution."
2023,Business Org & Mgmt 2nd,1,Chittagong Board,Board,"A diagram of the Management Cycle with two missing functions: 'ক' and 'খ'. (Summary of the Management Cycle shown in the Diagram:
Planning (পরিকল্পনা): Setting goals and deciding how to achieve them.
Organizing ('খ' - সংগঠন): Structuring resources and responsibilities.
Staffing (কর্মীসংস্থান): Recruiting and training the right people.
Directing (নির্দেশনা): Guiding and instructing the workforce.
Motivating (প্রেষণা): Inspiring employees to work with high morale.
Coordinating (সমন্বয়): Harmonizing activities across different departments.
Controlling ('ক' - নিয়ন্ত্রণ): Monitoring performance and making corrections.)",What is the management cycle?,Why is an interview conducted?,Explain the management function that belongs in position 'ক'.,"""The function in position 'খ' is like an engine""—Do you agree? Analyze your opinion.","The management cycle is the continuous and sequential process of interrelated functions (Planning, Organizing, Staffing, Directing, Motivating, Coordinating, and Controlling) performed to achieve organizational goals.","An interview is conducted during the staffing process to evaluate a candidate's suitability for a specific role. It helps the management assess the candidate's communication skills, personality, and professional knowledge to ensure the right person is selected for the job.","Position 'ক' represents Controlling (নিয়ন্ত্রণ).
* Definition: It is the final stage of the management cycle where actual performance is compared against planned standards.
* Process: It involves identifying deviations, analyzing the reasons for failure, and taking corrective actions.
* Link: In the diagram, 'ক' follows 'Coordination' and leads back to 'Planning', which is the core characteristic of the controlling function.","I agree. Position 'খ' represents Organizing (সংগঠন).
* Engine Analogy: Just as an engine integrates various parts to make a machine run, organizing integrates the ""6 Ms"" (Man, Machine, Material, Money, Method, Market) to make the plan operational.
* Structuring: It involves defining duties, allocating resources, and establishing authority-responsibility relationships.
* Efficiency: Without organizing, even the best plan remains static; this function provides the ""structure"" or ""engine"" that drives the organization toward its goals."
2023,Business Org & Mgmt 2nd,1,Jessore Board,Board,A diagram representing the Management Cycle with one missing function indicated by a question mark (?). (Planning $$\rightarrow$$ Organizing $$\rightarrow$$ Staffing $$\rightarrow$$ Directing $$\rightarrow$$? $$\rightarrow$$ Coordinating $$\rightarrow$$ Controlling.),What is the Industrial Revolution?,"What is the necessity of the ""Unity of Command"" principle?",Which management function is missing in the diagram? Explain.,Why is management called a continuous process? Explain in light of the diagram.,The Industrial Revolution refers to the period between 1760 and 1840 characterized by the transition from manual labor to machine-based manufacturing. This era gave birth to modern management to handle large-scale production.,"Unity of Command is necessary to ensure that an employee receives orders from only one superior. This prevents confusion, avoids conflicting instructions, ensures accountability, and maintains organizational discipline.","The missing function indicated by the ""?"" is Motivating (প্রেষণা).
* Definition: It is the process of inspiring and encouraging employees to perform their duties with maximum enthusiasm and sincerity.
* Placement: In the management cycle, it typically follows Directing and leads to Coordinating.
* Importance: Without motivation, employees may lack the drive to achieve the targets set in the planning stage.","Management is called a continuous (or ongoing) process because its functions are interrelated and repeat in a circular sequence.
* The Cycle: As shown in the diagram image_125912.png, management starts with Planning, followed by organizing, staffing, directing, motivating, and coordinating, ending with Controlling.
* Repetition: Once a goal is achieved or a deviation is found during control, it leads back to a new plan.
*Sustainability: As long as an organization exists, this cycle must keep running to handle new challenges and maintain growth."
2023,Business Org & Mgmt 2nd,1,Sylhet Board,Board,"Mr. Shakil, manager of Brishti Ltd., divides tasks by type and assigns staff based on skill. He sets policies and uses new technology/techniques based on consumer taste, leading to high demand.",Where did the Industrial Revolution first begin?,How does management play a role in human resource development?,Which level of manager is Mr. Shakil? Explain.,"""Research and development by management is the main reason for the institution's success""—Do you agree? Give your opinion with logic.",The Industrial Revolution first began in Great Britain (England).,"Management contributes to human resource development through the Staffing function, which involves identifying, training, and motivating employees to improve their efficiency.","1. Mr. Shakil is a Top-level Manager.

2. He is responsible for ""setting the policies"" of the institution.

3. He makes strategic decisions regarding technology.

4. His focus is on long-term goal achievement.","1. Yes, I agree.

2. He researched ""consumer taste and demand"" to stay relevant.

3. Using ""new techniques and technologies"" provided a competitive edge.

4. Innovation ensures the growth and sustainability of the firm."
2023,Business Org & Mgmt 2nd,1,Sylhet Board,Board,"A diagram of the Management Cycle with a missing function indicated by ""Q"". Hierarchy of the Management Cycle in the Image
Planning (পরিকল্পনা)
Organizing (সংগঠন)
Staffing (কর্মীসংস্থান)
Leadership (নেতৃত্ব)
Motivating (প্রেষণা)
Communication (যোগাযোগ)
Coordinating (সমন্বয়সাধন)
Q -",Who is a manager?,Explain the universality of management.,Which cycle is indicated by the diagram in the stem? Explain.,"""Management activities can be meaningless and chaotic without proper 'Q'"" — Do you agree? Give your opinion with logic.","A manager is an individual in an organization who is responsible for achieving goals by planning, organizing, directing, and controlling the efforts of others.","The universality of management refers to the fact that management principles and functions are applicable to all types of organizations (social, political, or economic) and at all levels of management, regardless of the size or nature of the institution.","The diagram indicates the Management Cycle.
* Definition: It is a continuous process where various management functions are performed in a sequential and circular order to reach institutional goals.
* Functions: As seen in the image, it includes Planning (পরিকল্পনা), Organizing (সংগঠন), Staffing (কর্মীসংস্থান), Leadership (নেতৃত্ব), and others.
* Continuous Nature: The cycle shows how one function leads to the next, creating a repetitive loop that ensures organizational sustainability.",
