Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2025,Finance 1st Paper,Chapter 1,Chittagong Board,Board,The objective of forming a portfolio is—,Cost reduction,Risk reduction,Profit reduction,Production reduction,b,Diversification helps cancel out unsystematic risks.
2025,Finance 1st Paper,Chapter 1,Chittagong Board,Board,"Stem: Fast Ltd. has purchased a machine for business expansion. By using the machine, the company will be able to achieve the ultimate goal of finance by increasing production and sales.



Q: Which function of finance has Fast Ltd. performed?",Fund Collection,Short-term Asset Management,Capital Budgeting,Fund Distribution,c,Capital Budgeting is the process of planning long-term investments in fixed assets.
2025,Finance 1st Paper,Chapter 1,Chittagong Board,Board,"Stem: (Same as above)



Q: The advantages of the goal of finance that Fast Ltd. is expected to achieve are:


i. Considering cash flows


ii. Considering time value of money


iii. Considering risk",i & ii,i & iii,ii & iii,"i, ii & iii",d,Wealth Maximization is superior as it accounts for timing and risk.
2025,Finance 1st Paper,Chapter 1,Barisal Board,Board,Which of the following is an internal source for fund collection?,Creditors,Business Loan,Bank Loan,Depreciation Fund,d,A Depreciation Fund is an internal provision where cash is retained within the business.
2025,Finance 1st Paper,Chapter 1,Barisal Board,Board,What is the purpose of Portfolio Diversification?,Risk reduction,Cost reduction,Liquidity increase,Dividend increase,a,Spreading investments across different sectors minimizes overall risk.
2025,Finance 1st Paper,Chapter 1,Barisal Board,Board,"Reasons for a liquidity crisis: i. Excessive investment, ii. Excessive credit sales, iii. Debt repayment.",i & ii,ii & iii,i & iii,"i, ii & iii",d,Liquidity is reduced when cash is tied up in long-term assets or uncollected receivables.
2025,Finance 1st Paper,Chapter 1,Barisal Board,Board,"Stem: Mr. Rahman is a banker. He wants to invest TK 7 lakh. Out of that money, he wants to keep TK 5 lakh as an FDR in a bank and purchase shares of Jamuna Oil Company with the remaining TK 2 lakh.



Q: Which principle is Mr. Rahman following in his investment?",Liquidity and Profit,Risk and Profit,Portfolio Diversification,Time Value of Money,c,Splitting capital into different asset types is diversification.
2025,Finance 1st Paper,Chapter 1,Barisal Board,Board,Ms. Lina Khan works in an organization. She makes decisions regarding the organization's fund investment and borrowing activities. What type of officer is Ms. Lina Khan?,Accountant,Director,Financial Manager,Entrepreneur,c,The primary role of a Financial Manager involves investment and financing decisions.
2025,Finance 1st Paper,Chapter 1,Barisal Board,Board,The portion of net income distributed to shareholders is called:,Reserved Fund,Dividend,Gross Profit,Net Profit,b,Dividends are the distribution of company earnings to shareholders.
2025,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,"Due to inflation, which of the following increase? i. Investment, ii. Production cost, iii. Raw material price.",i & ii,i & iii,ii & iii,"i, ii & iii",c,Inflation increases input costs which raises the total cost of production.
2025,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,Which is the primary function of finance?,Fund Distribution,Fund Collection,Fund Reservation,Fund Management,b,The first step in finance is sourcing or collecting funds before they can be invested.
2025,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,Which of the following does an investor follow to control risk?,Risk and Return Principle,Liquidity and Profitability Principle,Portfolio and Diversification Principle,Suitability Principle,c,Risk is controlled by spreading investments across different assets to offset potential losses.
2025,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,Which of the following considers the Time Value of Money?,Value Maximization,Profit Maximization,Wealth Maximization,Capital Maximization,c,Wealth maximization is superior because it accounts for the timing of cash flows and risk.
2025,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,"If the amount of liquidity increases, profit—",Decreases,Increases,Remains unchanged,Increases gradually,a,There is an inverse relationship; holding too much idle cash reduces potential investment returns.
2025,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,"Stem: Mr. Akhtar invests capital in a business with the expectation of making a profit, but fails to achieve the expected profit after a certain period. He reinvests in multiple projects with the expectation of higher profits.



Q: What was the primary goal of Mr. Akhtar's business in the stem?",Achieving personal reputation,Wealth Maximization,Social welfare,Profit Maximization,d,"The stem emphasizes his primary expectation of ""earning profit"" and ""higher profit."""
2025,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,"Stem: (Same as above)



Q: Which principle did Mr. Akhtar follow when reinvesting in the business?",Liquidity and Profit Principle,Risk and Profit Principle,Portfolio and Diversification Principle,Suitability Principle,c,"By investing in ""multiple projects,"" he is applying diversification to spread risk."
2025,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,Which income is considered when calculating Earnings Per Share (EPS)?,Retained Earnings,Gross Income,Earnings After Tax (EAT),Earnings Before Tax (EBT),c,EPS is Net Income After Tax divided by the total number of outstanding shares.
2025,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,What is the main objective of the Wealth Maximization principle?,Increase in current assets,Increase in Net Present Value (NPV),Increase in fixed assets,Increase in profit,b,"Wealth maximization aims to increase share market value, linked to positive NPV projects."
2025,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,"Stem: Mr. Arif is a financial manager of a company. To invest in a profitable project, he takes a loan of TK 30 lakh from X Bank at 12% interest. At the end of the year, he earns a profit of TK 5 lakh from that project.



Q: Which principle of finance did Mr. Arif follow?",Portfolio and Diversification,Cash Flow Principle,Risk and Return Trade-off,Liquidity and Profitability,c,He is balancing the high risk of debt against the expected high return of the project.
2025,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,"Stem: (Same as above)



Q: The decisions taken by Mr. Arif are:


i. Dividend decision


ii. Financing decision


iii. Investment decision",i & ii,i & iii,ii & iii,"i, ii & iii",c,Taking a loan is a Financing Decision; putting it into a project is an Investment Decision.
2025,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,Which of the following is related to liquidity?,Fixed Cost,Fixed Asset,Diversification,Current Asset,d,Current assets like cash and inventory are the primary sources of liquidity.
2025,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,Which of the following is the objective of portfolio investment?,To reduce risk,To reduce uncertainty,To increase investment,To increase profit,a,The main goal of a portfolio is to reduce unsystematic risk through diversification.
2025,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,"A financial manager must coordinate between which of the following subjects?
i. Risk and Return
ii. Production and Distribution
iii. Liquidity and Profitability
Which one is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",b,Managers must balance risk vs. return and maintain liquidity without hurting profit.
2025,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,What is the purpose of investing in a portfolio?,Increase sales,Increase profit,Reduce risk,Reduce production,c,Spreading capital across different securities reduces the impact of a single asset's failure.
2025,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,What kind of relationship exists between risk and return?,Positive,Negative,Proportional,Downward,a,They move in the same direction; higher returns require accepting higher risk levels.
2025,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,Which is the ultimate goal of a firm?,Business expansion,Wealth Maximization,Profit Maximization,Social welfare,b,Wealth maximization considers the market value of shares and the time value of money.
2025,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,"The basic decisions of finance are—
i. Financing decision
ii. Dividend decision
iii. Investment decision
Which one is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Financing, Dividend, and Investment decisions constitute the core financial functions."
2025,Finance 1st Paper,Chapter 1,Comilla Board,Board,What is the relationship between liquidity and profitability?,Linear,Inverse/Opposite,Proportional,Positive,b,Higher liquidity leads to lower profitability because funds are held idle.
2025,Finance 1st Paper,Chapter 1,Comilla Board,Board,Which of the following is considered in Profit Maximization?,Time value of money,Project risk,Project cash flow,Total income of the project,d,Profit maximization is a traditional view focusing solely on total accounting profit.
2025,Finance 1st Paper,Chapter 1,Comilla Board,Board,What is the main objective of public finance?,Social welfare,Earning profit,Wealth maximization,Increasing popularity,a,The primary goal of government finance is to ensure the welfare of its citizens.
2025,Finance 1st Paper,Chapter 1,Comilla Board,Board,"Functions of finance include: i. Fund collection, ii. Capital budgeting, iii. Social responsibility. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Core financial functions involve sourcing and investing funds; social responsibility is an objective/standard, not a mechanical function."
2025,Finance 1st Paper,Chapter 1,Comilla Board,Board,What is the purpose of portfolio investment?,Profit increase,Risk reduction,Wealth increase,Cost reduction,b,Diversifying a portfolio helps eliminate unsystematic risk.
2025,Finance 1st Paper,Chapter 1,Jessore Board,Board,"Undistributed profit (Retained Earnings): i. Acts as a source of funds, ii. Is used for reinvestment, iii. Protects shareholder interests. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Retained earnings provide internal funding for growth, which ultimately benefits the shareholders."
2025,Finance 1st Paper,Chapter 1,Jessore Board,Board,Which is the main goal of a firm?,Wealth maximization,Social welfare maximization,Time value maximization,Profit maximization,a,Wealth maximization is the modern goal as it considers risk and time value.
2025,Finance 1st Paper,Chapter 1,Jessore Board,Board,Which is the indicator of wealth maximization?,Dividend per share,Earnings per share,Face value per share,Market value per share,d,Wealth is measured by the total market value of the company's outstanding stock.
2025,Finance 1st Paper,Chapter 1,Jessore Board,Board,The relationship between liquidity and profit is:,Negative (Inverse),Positive,Proportional,Neutral,a,"As liquidity (cash) increases, profitability typically decreases because funds are not being invested."
2025,Finance 1st Paper,Chapter 1,Jessore Board,Board,"Functions of finance include: i. Fund collection, ii. Fund distribution, iii. Fund investment. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",d,"These represent the three main decisions: Financing, Dividend, and Investment."
2025,Finance 1st Paper,Chapter 1,Jessore Board,Board,What is meant by social responsibility in finance?,Balancing risk and profit,Protecting investor interests,Profit maximization,Wealth maximization,b,"Social responsibility involves acting ethically toward stakeholders, including investors and customers."
2025,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"Social responsibility in finance can be: i. Wealth maximization, ii. Protecting consumer interests, iii. Responsibility to employees. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",c,"While wealth maximization is a goal, social responsibility specifically targets consumers, employees, and the environment."
2025,Finance 1st Paper,Chapter 1,Sylhet Board,Board,What type of financing is a Sinking Fund?,Institutional,Non-institutional,Internal,External,c,"A sinking fund is created from the company's own profits to repay future debts, making it internal."
2025,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"If the amount of a company's dividend increases, what will decrease?",Profitability,Retained earnings,Market value of shares,Wealth maximization,b,Net income is either paid as dividends or kept as retained earnings; increasing one reduces the other.
2025,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"Stem: 'P' Traders invested most of its capital in a single project. After some time, the organization faced a business crisis as it failed to pay the dues of its creditors.



Q: Which principle of finance did 'P' Traders fail to follow?",Risk and Profit,Liquidity and Profit,Portfolio,Dividend payment,b,"By tying up too much cash in a long-term project, they lacked the liquidity to pay short-term debts."
2025,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"Stem: (Same as above)



Q: What measure can 'P' Traders take to overcome the business crisis immediately?",Issue Common Shares,Issue Preferred Shares,Long-term loan,Short-term loan,d,A short-term loan provides the immediate cash (liquidity) needed to pay off urgent creditors.
2023,Finance 1st Paper,Chapter 1,Dhaka Board,Board,Wealth maximization refers to:,Increase in EPS,Increase in share market price,Increase in operating income,Increase in sales,b,The market price of a share is the most direct measure of the owners' wealth.
2023,Finance 1st Paper,Chapter 1,Dhaka Board,Board,What is finance conducted for the purpose of earning profit called?,Public finance,Business finance,Non-business finance,Personal finance,b,Business finance focuses on mobilizing and using funds to generate a profit.
2023,Finance 1st Paper,Chapter 1,Dhaka Board,Board,Which of the following is considered in profit maximization?,Profit increase,Risk,Time value of money,Market price of shares,a,"Profit maximization only focuses on the size of the accounting profit, ignoring risk and timing."
2023,Finance 1st Paper,Chapter 1,Dhaka Board,Board,What is the objective of public finance?,Expenditure according to income,Earning profit,Distributing profit,Income according to expenditure,d,Governments first determine their necessary expenses and then find ways to raise the income.
2023,Finance 1st Paper,Chapter 1,Dhaka Board,Board,What is the purpose of forming a portfolio?,Capital formation,Investment increase,Risk reduction,Income increase,c,Spreading investments across different assets is primarily done to minimize risk.
2023,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,"Functions of finance are: i. Fund collection, ii. Fund distribution, iii. Capital budgeting decision. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",d,All three are core pillars of financial management.
2023,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,Which of the following is related to liquidity?,Fixed cost,Fixed asset,Accounts receivable,Fictitious asset,c,Accounts receivable is a current asset that can be converted to cash relatively quickly.
2023,Finance 1st Paper,Chapter 1,Rajshahi Board,Board,Which is considered in profit maximization?,Project risk,Time value of money,Only project cash flows,Total income of the project,d,"Profit maximization focuses solely on total accounting income, ignoring risk and the timing of cash flows."
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,How can wealth maximization be achieved?,Decreasing share price,Decreasing bond price,Increasing share price,Increasing bond price,c,Wealth maximization is directly achieved by increasing the market value (price) of the company's common stock.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,What type of financing is undistributed profit (retained earnings)?,Internal financing,Personal financing,External financing,Non-institutional financing,a,It is an internal source of fund as the profit generated by the business is kept back for reinvestment.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,"Social responsibility of a business includes: i. Supplying quality products, ii. Formulating plans, iii. Regular dividend payments. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",b,Providing quality goods and paying owners their fair return are social/ethical duties; planning is an internal management function.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,Which is the indicator of profit maximization?,Increase in share price,Increase in EPS,Increase in sales,Increase in capital,b,Earnings Per Share (EPS) is a common metric used to measure the accounting profitability of a firm.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,What is the main objective of non-business organization finance?,Earning profit,Earning reputation,Business expansion,Welfare of its own community,d,Non-profit or non-business entities focus on providing services and welfare rather than financial gain.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,The relationship between risk and profit is:,Positive,Negative,Proportional,Partial,a,Risk and profit move in the same direction; higher expected profits usually involve taking on higher levels of risk.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,What happens in a business if too much liquidity is kept on hand?,Capital decreases,Capital increases,Profit increases,Profit decreases,d,"Excess liquidity means idle cash is not being invested in income-generating projects, leading to lower profitability."
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,"Stem: Mr. Azad, instead of investing his savings in one company, invested in three companies. That is, he purchased shares of three companies from the secondary stock market.



Q: Which principle of finance did Mr. Azad follow in his investment?",Liquidity and Profit,Risk and Profit,Portfolio Principle,Time Value of Money,c,Spreading investment across multiple companies is a classic application of the Portfolio/Diversification Principle.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,"Stem: (Same as above)



Q: As a result of this type of investment by Mr. Azad, in terms of receiving income—",Increase risk,Decrease risk,Be risk-free,Remain unchanged,b,"Diversification reduces unsystematic risk, though it cannot eliminate systematic (market) risk entirely."
2023,Finance 1st Paper,Chapter 1,Comilla Board,Board,Which of the following is a function of finance?,Research,Investment,Marketing,Time Value,b,Investment (allocating funds into projects) is one of the three core functions of financial management.
2023,Finance 1st Paper,Chapter 1,Comilla Board,Board,What is the main purpose of keeping cash and cash equivalents on hand?,Profit,Cost,Income,Liquidity,d,Cash is held primarily to ensure the firm has enough liquidity to meet its immediate financial obligations.
2023,Finance 1st Paper,Chapter 1,Comilla Board,Board,What is the main objective of public finance?,Welfare of specific persons,Earning profit,Social welfare,Welfare of employees,c,Public (government) finance aims to maximize the collective benefit and welfare of society.
2023,Finance 1st Paper,Chapter 1,Comilla Board,Board,"Reasons for the importance of finance in a developing country like Bangladesh: i. Creating entrepreneurs, ii. Industrialization, iii. Employment. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Access to capital facilitates business startups, industrial growth, and job creation in developing economies."
2023,Finance 1st Paper,Chapter 1,Comilla Board,Board,Which of the following has a direct relationship with a firm's liquidity?,Working capital,Fixed capital,Invested capital,Low capital,a,Working capital (current assets - current liabilities) is the primary measure and source of operational liquidity.
2023,Finance 1st Paper,Chapter 1,Comilla Board,Board,In which finance is expenditure planned before income?,Public,Private,Personal,Family,a,Governments typically assess their spending needs first and then determine how to generate the required revenue.
2023,Finance 1st Paper,Chapter 1,Chittagong Board,Board,What is the main consideration in working capital decisions?,Dividend,Share price,Liquidity,Risk,c,Working capital management is primarily about balancing liquidity to ensure the firm can cover short-term debts.
2023,Finance 1st Paper,Chapter 1,Chittagong Board,Board,Which is the indicator for measuring the ultimate goal of a firm?,Increasing EPS,Increasing share market price,Increasing number of shares,Reducing firm risk,b,Wealth maximization (the ultimate goal) is best indicated by the appreciation of the share's market price.
2023,Finance 1st Paper,Chapter 1,Chittagong Board,Board,"Financial managers coordinate between: i. Risk and Return, ii. Liquidity and Profitability, iii. Sales and Profit. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",a,The primary trade-offs in financial management are between risk vs. return and liquidity vs. profitability.
2023,Finance 1st Paper,Chapter 1,Chittagong Board,Board,"A firm's social responsibility includes: i. Providing fair wages, ii. Safe working environment, iii. Profit maximization. Which is correct?",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Social responsibility focuses on ethical treatment of stakeholders; profit maximization is a financial objective, not a social duty."
2023,Finance 1st Paper,Chapter 1,Chittagong Board,Board,What is the purpose of creating a portfolio?,Increase profit,Reduce non-diversifiable risk,Increase total income,Reduce total risk,d,A portfolio aims to reduce total risk by diversifying away the unsystematic (specific) risks of individual assets.
2023,Finance 1st Paper,Chapter 1,Chittagong Board,Board,Which of the following is considered in profit maximization?,Risk,Utilization of assets,Time value of money,Cash flow,b,"Profit maximization focuses on using assets to generate the highest possible accounting profit, often ignoring risk and timing."
2023,Finance 1st Paper,Chapter 1,Sylhet Board,Board,What is the core subject matter of finance?,Fund,Planning,Labor,Production,a,"Finance is essentially the management and science of ""funds"" or money."
2023,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"In the case of wealth maximization, which are considered? i. Increase in share price, ii. Amount of risk, iii. Cash flows.",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Wealth maximization is comprehensive; it considers the timing of cash flows, the risks involved, and the market value of shares."
2023,Finance 1st Paper,Chapter 1,Sylhet Board,Board,How many types of financing are there based on tenure (time)?,1,2,3,4,c,"Financing is typically divided into three categories: Short-term, Mid-term, and Long-term."
2023,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"Social responsibility in finance includes: i) Increasing owner's wealth, ii) Increasing national income, iii) Ensuring a pollution-free environment.",i & ii,i & iii,ii & iii,"i, ii & iii",c,Social responsibility focuses on the welfare of society (national income and environment) rather than just the owner's personal wealth.
2023,Finance 1st Paper,Chapter 1,Sylhet Board,Board,If liquidity increases—,Risk increases,Profit decreases,Investment decreases,Profit increases,b,"According to the Liquidity-Profitability tradeoff, holding more cash (liquidity) results in lower profits."
2023,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"Stem: Mr. Ruhul is a small investor. He invested his capital in a poultry farm and apple-plum cultivation. Although many people suffered losses by investing in a single farm, he was able to make a profit.



Q: Which investment principle has Mr. Ruhul adopted?",Risk and Return,Liquidity and Profit,Cost Control,Portfolio Diversification,d,Investing in two different types of agriculture/farming to spread risk is a Portfolio Diversification strategy.
2023,Finance 1st Paper,Chapter 1,Sylhet Board,Board,"Stem: (Same as above)



Q: As a result of Mr. Ruhul's investment in multiple farms—


i. Risk has decreased


ii. Profit was higher


iii. Farm planning has become easier",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Diversification reduces risk and can lead to more stable/higher profits, though it usually makes planning more complex."
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,Which is the yardstick for efficiency in business finance?,Cost flow,Cash flow,Profit,Sales flow,b,"In modern finance, the ability to generate and manage ""Cash Flow"" is the true measure of financial efficiency."
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,An investor controls risk by following which of the following?,Risk and Profit Policy,Portfolio Diversification Policy,Liquidity and Profit Policy,Social Welfare Policy,b,Portfolio diversification is the standard technical method for managing and controlling investment risk.
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,Through which method can profit be increased?,Reducing dividends,Reducing cash flow,Taking loans,Reducing costs,d,Reducing operating and financial costs is the most direct way to increase the net profit of a firm.
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,"Undistributed profit: i. Acts as a source of funds, ii. Is used for reinvestment, iii. Is in the interest of shareholders.",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Retained earnings are a cheap internal source of funds that grow the company, benefiting shareholders in the long run."
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,"Functions of finance include: i. Dividend decision, ii. Investment decision, iii. Financing decision.",i & ii,i & iii,ii & iii,"i, ii & iii",d,These are the three fundamental pillars of financial management.
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,The relationship between return (income) and risk is—,Negative,Positive,Proportional,Downward,b,There is a positive correlation; higher risk levels are expected to yield higher returns.
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,"Stem: Mr. Hanif is the owner of a firm. Last year his income was TK 1 crore 50 lakh. He kept TK 50 lakh as liquidity or cash and deposited the remaining TK 1 crore in the bank.



Q: Which principle should Mr. Hanif follow for keeping cash on hand to manage current operations?",Risk and Profit,Portfolio,Liquidity and Profit,All of the above,c,The Liquidity and Profitability principle helps decide the optimal balance of cash to keep on hand versus investing.
2023,Finance 1st Paper,Chapter 1,Barisal Board,Board,"Stem: (Same as above)



Q: If Mr. Hanif keeps all of his income in the bank, then—


i. Liquidity will decrease


ii. Profitability will increase


iii. Probability of bankruptcy will increase",i & ii,i & iii,ii & iii,"i, ii & iii",b,Keeping all cash in a bank account (instead of on-hand for bills) lowers immediate liquidity and raises the risk of defaulting on daily payments.
2023,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,"""Expenditure first, Income later"" applies to which type of finance?",Personal,Diligent,Public (Government),Business,c,Public finance is unique because the government determines its budget expenses first and then finds sources of income.
2023,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,Distributing profit among shareholders is which type of financial decision?,Fund Collection,Short-term Asset Management,Fund Distribution (Dividend),Capital Budgeting,c,"Distributing earnings is specifically known as the ""Dividend Decision"" or ""Fund Distribution."""
2023,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,What is the mix/control of Equity capital and Debt capital called?,Capital Management,Capital Structure,Capital Budgeting,Cost of Capital,b,Capital Structure refers to the specific mix of debt and equity used to finance a firm's overall operations and growth.
2023,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,"Stem: Mr. Mamun is a restaurant owner. Last year he earned a profit of TK 50 lakh. He kept TK 20 lakh as working capital and invested the remaining amount in fish and poultry farms.



Q: The decision to keep TK 20 lakh as working capital is consistent with which principle of finance?",Risk and Profit,Liquidity and Profit,Portfolio,Dividend,b,"This is the Liquidity-Profitability tradeoff; keeping cash ensures bills are paid, but limits potential investment returns."
2023,Finance 1st Paper,Chapter 1,Dinajpur Board,Board,"Stem: (Same as above)



Q: As a result of Mr. Mamun's investment in fish and poultry farms—


i. Risk has decreased


ii. Expected profit will be achieved


iii. Risk has increased",i & ii,i & iii,ii & iii,"i, ii & iii",a,"By diversifying into two different sectors, he reduces specific risk and improves the chance of earning stable profits."
2023,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,What is the core subject matter of finance?,Labor,Planning,Fund,Production,c,"Finance is essentially the science and art of managing ""funds."""
2023,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,What is the main objective of public finance?,Social welfare,Earning profit,Business success,Correct use of assets,a,Governments manage finance primarily to maximize the collective welfare of the society.
2023,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,What is it called when investment is made in multiple projects?,Time value of money principle,Liquidity principle,Suitability principle,Portfolio principle,d,The Portfolio Principle involves spreading capital across multiple assets to minimize risk.
2023,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,What happens if a business's debtors (Accounts Receivable) increase?,Cash inflow decreases,Reputation increases,Liability increases,Asset increases,d,Debtors/Accounts Receivable are current assets; an increase in them increases the total assets of the firm.
2023,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,"Sources of public finance: i. Treasury Bill, ii. Income Tax, iii. Import Duty.",i & ii,i & iii,ii & iii,"i, ii & iii",d,All three are standard ways the government raises or manages funds.
2023,Finance 1st Paper,Chapter 1,Mymensingh Board,Board,Which of the following is an internal source of public finance?,Industrial Bank,Income Tax,Commercial Bank,Commercial Paper,b,Tax revenue is generated internally from the citizens and businesses of the country.
2023,Finance 1st Paper,Chapter 1,Jessore Board,Board,"A company's net income is TK 5,00,000. If the total number of shares is 50,000, what is the Earnings Per Share (EPS)?",TK 5,TK 10,TK 50,TK 100,b,"$$EPS = \frac{5,00,000}{50,000} = TK 10$$"
2022,Finance 1st Paper,Chapter 1,Dhaka Board,Board,Which is the ultimate goal of a firm's finance?,Profit maximization,Wealth maximization,Social welfare,Business expansion,b,Wealth maximization is the modern ultimate goal because it considers the time value of money and risk.
2022,Finance 1st Paper,Chapter 1,Dhaka Board,Board,With which branch of economics does finance have a closer relationship?,Microeconomics,Macroeconomics,Consumer Behavior,Personal Income,b,"Finance is deeply connected to Macroeconomics as it involves financial markets, interest rates, and economic policies."
2022,Finance 1st Paper,Chapter 1,Dhaka Board,Board,"Considerations in finance: i. Determining amount of money, ii. Determining sources of money, iii. Collection and proper use of money.",i & ii,i & iii,ii & iii,"i, ii & iii",d,These steps encompass the entire cycle of financial management.
