Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2018,Agriculture 1st Paper,Chapter 1,Combined,Board,Which institute works on innovation and development of new crop varieties?,BARI,BINA,BARC,BRRI,b,BINA (Bangladesh Institute of Nuclear Agriculture) focuses on variety innovation.
2018,Agriculture 1st Paper,Chapter 1,Combined,Board,Which organization organizes Farmers' Meetings?,DAE,BADC,BARC,BARI,a,Department of Agricultural Extension (DAE) organizes these.
2017,Agriculture 1st Paper,Chapter 1,Combined,Board,Why is Jute called a field crop?,Needs intensive care,High profit-loss ratio,Harvested all at once,High price at start,c,Field crops are generally matured and harvested all at once.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which one is a spice crop?,Onion,Potato,Cucumber,Cauliflower,a,Onion is a major spice crop.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Why is jute considered a field crop?,Needs intensive care,High profit ratio,Harvested all at once,High initial value,c,Uniform maturity and collective harvesting are field crop traits.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is a field crop?,Mango,Mustard,Cauliflower,Spinach,b,Mustard is an oilseed field crop; others are horticultural.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Into how many phyla can the animal kingdom be divided?,8,9,10,11,b,Modern classification divides the animal kingdom into 9 major phyla.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is a beverage crop?,Tobacco,Tea,Sorghum,China (Millet),b,Tea and Coffee are the primary beverage crops.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following crops is cultivated with more intensive care?,Wheat,Jute,Tomato,Sugarcane,c,"Tomato is a horticultural crop, requiring intensive and individual care."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Agroforestry is included in which type of forestry?,Social Forestry,Plain Land Forest,Hill Forest,Mangrove Forest,a,Agroforestry is a key component of Social Forestry.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Approximately what percentage of animal protein in Bangladesh comes from fish?,40%,50%,60%,70%,c,Fish provides about 60% of the total animal protein intake in Bangladesh.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,How many main sectors of agriculture are there?,2,4,6,8,c,"There are 6 main sectors including Crops, Fisheries, Livestock, etc."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is a Chondrichthyes class fish?,Catla,Shark,Tilapia,Koi,b,"Sharks have cartilaginous skeletons, placing them in Chondrichthyes."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is an example of a closed water body?,River,Canal,Haor,Baor (Oxbow Lake),d,Baors are considered closed or semi-closed water bodies.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What is the second basic need of humans?,Food,Medical Care,Clothing (Vastu),Education,c,"Traditionally, the order of basic needs is Food, Clothing, Housing, etc."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,The word 'Agriculture' is derived from which language?,Latin,British,Persian,Chinese,a,It comes from the Latin words 'Ager' (field) and 'Cultura' (cultivation).
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,How many types of crops are cultivated under agriculture in our country?,~124 types,~224 types,~324 types,~424 types,b,Bangladesh cultivates approximately 224 different types of crops.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What percentage of cereal crops produced in Bangladesh comes from rice?,60-65%,70-75%,78-80%,90-95%,d,Rice accounts for about 90-95% of the total cereal production.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What percentage of the total cultivable land is used for field crops?,30%,50%,70%,90%,d,About 90% of cultivable land in Bangladesh is dedicated to field crops.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Into how many groups are horticultural crops usually divided?,2,3,4,5,c,"They are divided into 4 groups: Fruit, Vegetable, Flower, and Spices."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Why are horticultural crops harvested gradually/one by one?,Lack of labor,Lack of processing,Market price drops,Matures in stages,d,"Horticultural crops do not mature all at once, requiring gradual harvesting."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following crops is harvested in stages?,Onion,Ginger,Brinjal/Pointed Gourd,Potato,c,Horticultural crops like Brinjal or various vegetables are harvested as they mature.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,How many species of freshwater fish are there in Bangladesh?,240,250,260,475,c,Bangladesh has approximately 260 species of freshwater fish.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is a freshwater fish?,Rupchanda,Churi,Poya,Magur,d,Magur is a popular freshwater catfish; others are marine or brackish water fish.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What is a water body formed when a river's flow is obstructed called?,Doba,Lake,Baor (Oxbow Lake),Haor,c,Baors are oxbow lakes formed from dead loops of shifting rivers.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Among inland water bodies, which of the following has the smallest area?",Ponds & Ditches,Baor,Beel,Shrimp Farm,b,"Compared to beels or shrimp farms, the total area of baors is much smaller."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is an open saltwater fish?,Bhetki,Boal,Mrigel,Carpio,a,Bhetki is commonly found in coastal saltwater and estuaries.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which sector of agriculture plays a direct role in environmental protection?,Livestock,Poultry,Fisheries,Social Forestry,d,Social forestry helps in carbon sequestration and ecological balance.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is considered poultry?,Parrot,Turkey,Myna,Dove,b,"Turkeys are domesticated birds kept for meat/eggs, thus categorized as poultry."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Characteristics of Chondrichthyes: (i) Cartilaginous skeleton (ii) Air bladder present (iii) Air bladder absent,i & ii,i & iii,ii & iii,"i, ii & iii",b,Chondrichthyes (like sharks) have cartilaginous skeletons and no air bladder.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Characteristics of horticultural crops are: (i) Individual care (ii) Fenced cultivation (iii) High production risk,i & ii,i & iii,ii & iii,"i, ii & iii",d,"These crops require intensive care, protection, and involve higher perishability risk."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Examples of horticultural crops: (i) Potato (ii) Onion (iii) Chickpea,i & ii,i & iii,ii & iii,"i, ii & iii",a,Potato and Onion are horticultural; Chickpea is a field crop (pulse).
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Saltwater fish are: (i) Hilsa (ii) Surma (iii) Boal,i & ii,i & iii,ii & iii,"i, ii & iii",a,Hilsa and Surma are marine/saltwater; Boal is a freshwater fish.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Social forestry refers to: (i) Created by people (ii) Artificially created (iii) Naturally created,i & ii,i & iii,ii & iii,"i, ii & iii",a,Social forestry is man-made and managed by the local community.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Various horticultural crops include: (i) Barley, Jute (ii) Flower, Fruit (iii) Spices, Vegetables",i & ii,i & iii,ii & iii,"i, ii & iii",c,"Flowers, fruits, spices, and vegetables are the 4 pillars of horticulture."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Field crops are: (i) Extensively cultivated (ii) Do not need fencing (iii) Need intensive care,i & ii,i & iii,ii & iii,"i, ii & iii",a,Field crops are grown on a large scale and usually do not need individual fencing.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Stimulus: Answer the following question based on the flowchart:Agricultural Sector : Crops$\downarrow$(Left Branch): Field Crops(Right Branch): ?Question: Which crop is represented by the '?' sign in the stimulus?,Cotton,Sugarcane,Brinjal,Jute,c,Brinjal (বেগুন) is a horticultural crop; others are field/industrial crops.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stimulus: Answer the following question based on the flowchart:
Agricultural Sector : Crops
$\downarrow$
(Left Branch): Field Crops
(Right Branch): ?Characteristic of the crop mentioned in the stimulus (Field crop): (i) Grown in medium-low land (ii) Individual care needed (iii) Harvested all at once",i & ii,i & iii,ii & iii,"i, ii & iii",a,
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,To which phylum does fish belong?,Animalia,Chordata,Annelida,Porifera,b,Fish are part of the phylum Chordata.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Jomir Uddin's crops (flowers, fruits, vegetables) are called—",Field crops,Horticultural crops,Oilseed crops,Pulse crops,b,"Crops grown around the homestead (fruits, flowers, veg) are horticultural."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: Jomir Uddin cultivates flowers, fruits, and vegetables around his house. These crops meet his family's nutritional needs and contribute to financial solvency.

Q: Examples of the crops cultivated by Jomir Uddin are— (i) Rice plant (ii) Jackfruit tree (iii) Red spinach",i & ii,i & iii,ii & iii,"i, ii & iii",c,Jackfruit and Red spinach are horticultural crops; Rice is a field crop.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: An agriculture teacher was discussing various sectors of agriculture in class. He spent more time discussing the two largest sectors. These sectors fulfill the primary basic needs of all people.

Q: Which two sectors did the teacher discuss the most? (i) Field crops (ii) Horticultural crops (iii) Poultry",i & ii,i & iii,ii & iii,"i, ii & iii",a,Field and horticultural crops are the two primary sectors that provide staple and supplementary food.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: (Same as Q. 82)

Q: What is the reason for focusing most on these two sectors?",Main food source,Economic importance,Nutritional needs,Production risk,a,These two sectors are the primary sources of food for the population.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is the main source of obtaining agricultural information and services?,Experienced farmer,Farmers' meeting,Farmers' school,NGO,a,Experienced farmers are the primary and most accessible source for the community.
2019,Agriculture 1st Paper,Chapter 1,Dhaka Board,Board,Where is the headquarters of Agriculture Information Service (AIS) located?,Joydebpur,Mohakhali,Dhanmondi,Khamarbari,d,"AIS is located in Khamarbari, Farmgate, Dhaka."
2018,Agriculture 1st Paper,Chapter 1,Combined,Board,Which organization organizes Farmers' Meetings (Krishok Sobha)?,DAE,BADC,BARC,BARI,a,Department of Agricultural Extension (DAE) organizes these meetings.
2018,Agriculture 1st Paper,Chapter 1,Combined,Board,Which institute works on the innovation and development of new crop varieties?,BARI,BINA,BARC,BRRI,b,BINA (Bangladesh Institute of Nuclear Agriculture) uses nuclear techniques for variety development.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,How many farmers usually participate in a Farmers' Meeting?,10-20,30-40,50-60,70-80,c,"Typically, 50 to 60 farmers attend a formal Farmers' Meeting."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Which institution supplies fertilizers, seeds, pesticides, and machinery to farmers?",BADC,BFDC,BARI,BRRI,a,BADC (Bangladesh Agricultural Development Corporation) manages the supply of inputs.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,From which source can a farmer obtain all types of agriculture-related information?,Courtyard meeting,Textbook,NGO,Union Service Center,d,Union Digital/Service Centers act as a one-stop information hub at the local level.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,From which source can a farmer obtain agricultural services in the easiest way?,Internet,Experienced farmer,Courtyard meeting,AIS,b,Consulting an experienced fellow farmer is the easiest and most practical way.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,There is an institute in Bangladesh similar to the International Rice Research Institute (IRRI); what is its name?,BTRI,BARI,BRRI,BADC,c,BRRI is the national counterpart to IRRI for rice research.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is an agricultural research institute?,BAU,BADC,BARI,SAU,c,"BARI is a research institute, whereas BAU and SAU are universities."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Through what is the 'a2i' project service provided?,NGO,Internet,Courtyard meeting,Local institute,b,a2i' (Access to Information) delivers digital services through the internet.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which institution provides agricultural information with the aim of development using foreign funding?,ASA,JICA,CARE,TMSS,b,JICA (Japan International Cooperation Agency) is a major foreign partner in ag-development.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is an agricultural extension institution?,DAE,BARI,BRRI,BINA,a,DAE (Department of Agricultural Extension) works to spread technology among farmers.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which one is the official website of the Department of Agricultural Extension?,www.ais.gov.bd,www.dae.gov.bd,www.moa.gov.bd,www.brri.gov.bd,b,The official portal for DAE is www.dae.gov.bd.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which organization arranges foreign aid for agricultural research?,BARC,BADC,BARI,BRRI,a,BARC (Bangladesh Agricultural Research Council) coordinates research and funding.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Where is BARI located?,Mymensingh,Gazipur,Savar,Sylhet,b,"BARI is located in Joydebpur, Gazipur."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which is the largest storehouse of agricultural information?,Krishi Katha Magazine,Mobile Phone,Television,Internet,d,The internet provides access to vast global and local agricultural databases.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,In which year was BARI (Research Institute) established?,1974,1976,1978,1980,b,BARI was established in 1976 as an autonomous research organization.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What is the main objective of a Farmers' Meeting?,Increase production,Increase number of farmers,Increase land area,Increase experience,a,The ultimate goal is to increase production by teaching modern methods.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Who keeps themselves updated about new agricultural technologies?,Experienced farmer,Elderly farmer,Local member,School teacher,a,Experienced farmers stay in touch with extension officers for new tech.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What is the objective of a Courtyard Meeting (Uthon Boithok)?,Discourage injustice,Disseminate ag-info,Encourage schooling,Promote veg nutrition,b,Its primary role is to disseminate agricultural information to the community.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Why is a Farmers' Meeting necessary?,Supply inputs,Exchange greetings,Take loans,Exchange information,d,It is a platform for bilateral exchange of information between farmers and officers.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,In which year did the Agriculture Information Agency emerge?,1950,1956,1961,1965,c,It emerged in 1961 (now known as AIS).
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which is the largest agricultural educational institution in the country?,BAU,DU,SAU,RU,a,Bangladesh Agricultural University (BAU) is the largest and oldest.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Where is Bangabandhu Sheikh Mujibur Rahman Ag-University located?,Dhaka,Gazipur,Mymensingh,Sylhet,b,"BSMRAU is located in Salna, Gazipur."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which institution developed the 'BAU-Kul' (Jujube variety)?,BAU,SAU,BARI,BJRI,a,BAU-Kul was developed by Bangladesh Agricultural University (BAU).
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,How many regional offices does BARI have?,3,5,6,8,c,BARI currently operates with 6 major regional research centers.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Where is Bangladesh Institute of Nuclear Agriculture (BINA) located?,Mymensingh,Jamalpur,Joydebpur,Habiganj,a,BINA is headquartered in Mymensingh.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following is a research institute?,BADC,SRDI,BRAC,BAU,b,SRDI (Soil Resource Development Institute) is a research-based organization.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which institution only conducts research on Rice?,BARI,BINA,BADC,BRRI,d,BRRI (Bangladesh Rice Research Institute) is dedicated solely to rice research.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Where is the Bangladesh Jute Research Institute (BJRI) located?,Dhaka,Gazipur,Tangail,Pabna,a,"BJRI is located in Manik Mia Avenue, Dhaka."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which institution is responsible for innovating rice varieties?,BARI,BRRI,BSRI,SRDI,b,BRRI (Bangladesh Rice Research Institute) specifically focuses on rice.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,The institution that has developed the highest number of high-yielding rice varieties in Bangladesh:,BAU,BRRI,BINA,BARI,b,BRRI has developed over 100 high-yielding (HYV) rice varieties.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,In which year was BRAC established?,1970,1971,1972,1973,c,BRAC was founded by Sir Fazle Hasan Abed in 1972.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which of the following institutions conducts research on oilseeds?,BSRI,BINA,BTRI,BARI,d,"BARI (Bangladesh Agricultural Research Institute) handles oilseeds, pulses, and vegetables."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,In which year was the Bangladesh Agricultural Research Council (BARC) established?,1971,1972,1973,1974,c,BARC was established in 1973 to coordinate national agricultural research.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What has been created to obtain information through touch?,Kiosk,Kimano,Eskimo,Kiato,a,Electronic Kiosks are touch-screen based information booths for farmers.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What is the percentage of mechanical power used in cultivation?,40%,50%,60%,80%,d,Modern agriculture in Bangladesh has reached around 80% mechanization in tillage.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which government organization supplies agricultural inputs?,BADC,AIS,DAE,BRI,a,"BADC supplies seeds, fertilizers, and irrigation equipment."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Which institution supplies the highest amount of agricultural inputs?,BAU,BARI,BRRI,BADC,d,BADC (Bangladesh Agricultural Development Corporation) is the largest supplier.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Sources of government agricultural information and services are: (i) AIS (ii) BADC (iii) Internet,i & ii,i & iii,ii & iii,"i, ii & iii",d,All three platforms provide essential data and services to farmers.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Agricultural research institutes in Bangladesh are: (i) BRRI (ii) BJRI (iii) CRRI,i & ii,i & iii,ii & iii,"i, ii & iii",a,BRRI (Rice) and BJRI (Jute) are in BD; CRRI is Central Rice Research Institute (India).
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Who participates in Courtyard Meetings (Uthon Boithok)? (i) Male farmers (ii) 50-60 people (iii) Marginal/tenant farmers,i & ii,i & iii,ii & iii,"i, ii & iii",b,"It targets small/marginal farmers (men/women), usually with 10-15 participants."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,What are provided during Courtyard Meetings? (i) Ag-information (ii) Training (iii) Services,i & ii,i & iii,ii & iii,"i, ii & iii",a,They focus on disseminating info and providing basic field training.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,Regional offices of BRRI are located in: (i) Barishal (ii) Sylhet (iii) Rangpur,i & ii,i & iii,ii & iii,"i, ii & iii",d,BRRI has regional stations across these major locations.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: Hamidul studied at the first agricultural university in Bangladesh and works at a research institute. He researches pulses, vegetables, and spices.

Q: Where did Hamidul study?",SAU (Sylhet),BAU (Mymensingh),SAU (Dhaka),BSMRAU,b,BAU is the first and oldest agricultural university in the country.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: (Same as Q. 136)

Q: The functions of the research institute (BARI) are: (i) Innovating machinery (ii) Maintaining relations with IRRI (iii) Publishing manuals",i & ii,i & iii,ii & iii,"i, ii & iii",b,BARI develops tools and publications; BRRI usually maintains the link with IRRI.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: Sohan got admitted to an agricultural university in Gazipur. He learned about its activities.

Q: Which university did Sohan get admitted to?",SAU,BAU,BSMRAU,SAU (Sylhet),c,BSMRAU (Bangabandhu Sheikh Mujibur Rahman Ag-University) is in Gazipur.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: (Same as Q. 138)

Q: The activities of Sohan's university include: (i) Undergraduate (ii) Diploma (iii) PhD",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Universities focus on Undergrad, Masters, and PhD degrees."
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: Ohi goes to a research institute in Joydebpur, Gazipur. It is a key part of the NARS and focuses on rice research and development.

Q: Which institution is mentioned?",BFRI,BTRI,BARI,BRRI,d,BRRI is located in Joydebpur and is specifically dedicated to rice.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: (Refers to BRRI)

Q: The functions of the institution mentioned are: (i) Innovating seasonal short-duration rice varieties (ii) Innovating salinity-tolerant rice varieties (iii) Innovating improved fruit varieties",i & ii,i & iii,ii & iii,"i, ii & iii",a,BRRI focuses specifically on rice; fruit research is conducted by BARI.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: Agriculturist Mr. Zakir organized a meeting to help his village farmers with problems and finances. In the meeting, he provided solutions for their personal lives and guidance.

Q: What is Mr. Zakir's meeting called?",Courtyard Meeting,Social Meeting,Rural Meeting,Domestic Meeting,a,Courtyard meetings (Uthon Boithok) are organized at the farm level to solve local issues.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: (Same as Q. 142)

Q: Which types of farmers were targeted in this meeting? (i) Wealthy farmers (ii) Marginal farmers (iii) Tenant/Sharecropper farmers",i & ii,i & iii,ii & iii,"i, ii & iii",c,Courtyard meetings primarily target marginal and sharecropper farmers.
N/A,Agriculture 1st Paper,Chapter 1,HSC Standard,General Practice,"Stem: Mashiul Haque is a Senior Scientific Officer at BRRI. He has discovered 200 high-yielding rice varieties that have gained nationwide popularity.

Q: When was the institution where Mashiul Haque works established?",1968,1969,1970,1971,c,Bangladesh Rice Research Institute (BRRI) was established in 1970.
