Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2025,Business 2nd Paper,1,Chittagong,Board,Into how many parts did Henri Fayol divide management functions?,3,4,5,6,c,"Henri Fayol identified five key functions of management: Planning, Organizing, Commanding, Coordinating, and Controlling."
2025,Business 2nd Paper,1,Chittagong,Board,What is the first step of the management cycle?,Planning,Organizing,Staffing,Control,a,Planning serves as the starting point for every management process or cycle.
2025,Business 2nd Paper,1,Dinajpur,Board,Where did the Industrial Revolution first start?,France,Italy,Britain,Germany,c,The Industrial Revolution originated in Britain in the late 18th century.
2025,Business 2nd Paper,1,Dinajpur,Board,Which level of management directly supervises the work of employees?,Middle,Middle & Lower,Top,Lower,d,Lower-level management (supervisory) is directly responsible for monitoring the day-to-day work of the operational staff.
2025,Business 2nd Paper,1,Dinajpur,Board,"Who said ""Management is universal""?",Socrates,Plato,Aristotle,Henri Fayol,d,Henri Fayol is famous for the management principle that management principles are universal and applicable to all organizations.
2025,Business 2nd Paper,1,Dinajpur,Board,How many levels of management are there?,2,3,4,5,b,"The standard academic model identifies three levels: Top, Middle, and Lower (Supervisory) management."
2025,Business 2nd Paper,1,Dinajpur,Board,What is the next step after Control in the management cycle?,Leadership,Motivation,Organizing,Planning,d,"Once control identifies performance gaps, the process resets by creating a new or modified plan for the next cycle."
2025,Business 2nd Paper,1,Jessore,Board,Through which function can unity be established?,Planning,Organizing,Coordination,Control,c,"Coordination is often defined as the ""essence of management"" because it synchronizes diverse activities to ensure organizational unity."
2025,Business 2nd Paper,1,Jessore,Board,Who is a middle-level manager?,Management Rep,General Manager,Departmental Head,Secretary,c,"Departmental Heads act as a link between top-level strategy and lower-level execution, characterizing middle management."
2025,Business 2nd Paper,1,Jessore,Board,What is the main universal purpose of management?,Efficiency,Max use of resources,Ensuring development,Goal achievement,d,The ultimate universal purpose of any management system is the effective and efficient achievement of the organization's goals.
2025,Business 2nd Paper,1,Rajshahi,Board,What is it called to get work done through others?,Management,Efficiency,Profession,Supervision,a,Management is fundamentally defined as the art of getting things done through and with others.
2025,Business 2nd Paper,1,Rajshahi,Board,"[Stem: Mrs. Mahmuda Sultana started a tailoring shop with 10 tailors. Due to lack of specific work allocation, conflicts arose. She then specified duties and responsibilities for each.] Her action is related to which management function?",Planning,Organizing,Control,Directing,b,"Organizing is the function of arranging tasks, duties, and responsibilities among staff to achieve goals."
2025,Business 2nd Paper,1,Rajshahi,Board,"[Stem: Same as above] The reason for the cessation of conflict is- (i) Accountability of each will be ensured, (ii) Each will understand their work, (iii) Tendency to avoid responsibility will decrease.",i & ii,i & iii,ii & iii,"i, ii, & iii",d,"Proper organization clarifies roles, leading to higher accountability, clear work understanding, and reduced responsibility avoidance."
2025,Business 2nd Paper,1,Rajshahi,Board,What do the 6 'M's of management refer to?,Basic functions,Basic components,Management principles,Management process,b,"The 6 Ms (Man, Money, Materials, Machines, Methods, Markets) are the essential resources or components of management."
2025,Business 2nd Paper,1,Rajshahi,Board,"Top-level management includes- (i) Managing Director, (ii) Departmental Manager, (iii) Board of Directors.",i & ii,i & iii,ii & iii,"i, ii, & iii",b,The Board of Directors and Managing Director constitute the Top-level management responsible for strategic policy.
2025,Business 2nd Paper,1,Rajshahi,Board,"[Stem: Mr. Arif suddenly opened a new medicine shop. He is facing various problems like lack of experienced sales staff, low number of customers, etc.] Due to the lack of which management function is he facing problems?",Planning,Organizing,Coordination,Control,a,"Before starting a new venture, failing to perform 'Planning' (forecasting, budgeting, manpower analysis) leads to these operational problems."
2025,Business 2nd Paper,1,Rajshahi,Board,"[Stem: Same as above] To do the work properly, Mr. Arif should have- (i) Collected necessary information, (ii) Set a proper budget, (iii) Efficiently forecasted.",i & ii,i & iii,ii & iii,"i, ii, & iii",d,"Proper planning involves gathering information, budgeting, and forecasting to anticipate and mitigate startup risks."
2025,Business 2nd Paper,1,Chittagong,Board,[Stem: Mr. Shamsher Ali fixes the goal and purpose of the organization by thinking about the future. He directs the departmental managers to formulate necessary plans to achieve the goal.] Departmental managers work at which management level?,Top level,Middle level,Lower level,Top & Middle level,b,"Departmental Managers act as the link between strategy and operation, placing them firmly in the Middle-level management."
2025,Business 2nd Paper,1,Chittagong,Board,"[Stem: Same as above] For Mr. Shamsher Ali, which is applicable? (i) He is at the top level of management, (ii) He needs more conceptual skills, (iii) He formulates policies and takes decisions.",i & ii,i & iii,ii & iii,"i, ii, & iii",d,"As a top-level manager, he is responsible for strategic decisions and policy formulation, which requires high conceptual skills."
2025,Business 2nd Paper,1,Chittagong,Board,What is the most important element of management?,Money,Land,Man,Machinery,c,"Among the 6 Ms, 'Man' (human resources) is considered the most important because humans direct all other non-human resources."
2025,Business 2nd Paper,1,Chittagong,Board,Into how many parts did Henri Fayol divide management functions?,3,4,5,6,c,"Henri Fayol categorized management functions into five elements: Planning, Organizing, Commanding, Coordinating, and Controlling."
2025,Business 2nd Paper,1,Chittagong,Board,What is the first function of the management cycle?,Planning,Organizing,Staffing,Control,a,Planning is the primary function and the start of the management cycle.
2025,Business 2nd Paper,1,Dinajpur,Board,Where did the Industrial Revolution first start?,France,Italy,Britain,Germany,c,The Industrial Revolution first began in Britain in the 18th century.
2025,Business 2nd Paper,1,Dinajpur,Board,Which management level directly supervises the employees' work?,Middle,Middle & Lower,Top,Lower,d,Lower-level management (Supervisory level) is directly responsible for overseeing the daily work of employees.
2025,Business 2nd Paper,1,Dinajpur,Board,"Who said ""Management is universal""?",Socrates,Plato,Aristotle,Henri Fayol,d,Henri Fayol is credited with the concept that management principles are universal.
2025,Business 2nd Paper,1,Dinajpur,Board,How many levels of management are there?,2,3,4,5,b,"The classic organizational structure is divided into Top, Middle, and Lower levels."
2025,Business 2nd Paper,1,Dinajpur,Board,What is the next step after Control in the management cycle?,Leadership,Motivation,Organizing,Planning,d,"Once the control function identifies deviations or results, the cycle begins anew with revised 'Planning'."
2025,Business 2nd Paper,1,Jessore,Board,Through which function can unity be established?,Planning,Organizing,Coordination,Control,c,"Coordination is specifically designed to create unity, harmony, and synchronization among different departments."
2025,Business 2nd Paper,1,Jessore,Board,Who is a middle-level manager?,Management Rep,General Manager,Departmental Head,Secretary,c,Departmental Heads are the classic examples of middle-level managers.
2025,Business 2nd Paper,1,Jessore,Board,What is the main universal objective of management?,Efficiency,Max use of resources,Ensuring development,Goal achievement,d,The overarching objective of all management activities is the successful attainment of the organization's set goals.
2025,Business 2nd Paper,1,Jessore,Board,"[Stem: Rinku is a sales manager. He sets goals for sales staff for a year and informs them. After six months, he reviews the progress and finds the pace unsatisfactory.] What kind of function is Rinku's first task?",Planning,Directing,Coordination,Control,a,Setting goals and targets for a future period is the core of the 'Planning' function.
2025,Business 2nd Paper,1,Jessore,Board,"[Stem: Same as above] What should Rinku do to solve the problem? (i) Discuss with sales staff, (ii) Train weak staff, (iii) Provide regular direction and supervision.",i & ii,ii & iii,i & iii,"i, ii & iii",d,"To improve performance, a manager must communicate, train employees, and provide ongoing supervision."
2025,Business 2nd Paper,1,Jessore,Board,Which skill is most important at the lower level of management?,Conceptual,Human,Technical,Situational,c,"Lower-level managers are task-oriented and directly supervise work, requiring high 'Technical' skills."
2025,Business 2nd Paper,1,Jessore,Board,The Code of Hammurabi was composed during which civilization?,Egyptian,Babylonian,Greek,Roman,b,The Code of Hammurabi is a famous legal document from the ancient Babylonian civilization.
2025,Business 2nd Paper,1,Jessore,Board,Determining responsibility and accountability is related to which management function?,Planning,Organizing,Staffing,Control,b,"Organizing involves defining roles, responsibilities, and chains of accountability within an organization."
2025,Business 2nd Paper,1,Barisal,Board,"Who contributed to the development of management in the Middle Ages? (i) Luca Pacioli, (ii) Thomas More, (iii) James Watt.",i & ii,i & iii,ii & iii,"i, ii & iii",a,Luca Pacioli (double-entry bookkeeping) and Thomas More (writings on administration) are key contributors from that era.
2025,Business 2nd Paper,1,Barisal,Board,Which is the first function of management?,Planning,Staffing,Motivation,Control,a,Planning is recognized as the foundational function that precedes all others.
2025,Business 2nd Paper,1,Barisal,Board,Who is the father of personnel (labor) management?,Henri Fayol,Socrates,F.W. Taylor,Robert Owen,d,Robert Owen is considered the father of personnel management due to his early focus on worker welfare.
2025,Business 2nd Paper,1,Barisal,Board,A supervisor-level manager is-,Chairman,Assistant Manager,Foreman,Area Manager,c,A foreman is the traditional title for a supervisor-level (lower-level) manager in a factory setting.
2025,Business 2nd Paper,1,Mymensingh,Board,Which is NOT a characteristic of good direction?,Clarity,Logicality,Completeness,Flexibility,d,"While management itself needs flexibility, direction/orders must be clear and firm; however, in many contexts, ""Flexibility"" is considered a trait of leadership, but ""Clarity/Logicality"" are more essential for 'Direction' (instruction). Note: Among options, Flexibility is often cited as a quality of planning/management rather than a rigid direction."
2025,Business 2nd Paper,1,Mymensingh,Board,Which is the first function of management?,Organizing,Control,Planning,Staffing,c,Planning is universally taught as the starting point of the management process.
2025,Business 2nd Paper,1,Mymensingh,Board,Authority is centralized at which level?,Top,Lower,Middle,Top & Middle,a,Strategic authority and centralized decision-making reside at the Top management level.
2025,Business 2nd Paper,1,Mymensingh,Board,"Resources of an organization include- (i) Man, (ii) Money, (iii) Method.",i & ii,i & iii,ii & iii,"i, ii & iii",d,"The 6 M's of management include Men, Money, Machines, Materials, Methods, and Markets."
2025,Business 2nd Paper,1,Comilla,Board,"Lower-level management includes- (i) Foreman, (ii) Departmental Head, (iii) Office Supervisor.",i & ii,i & iii,ii & iii,"i, ii & iii",b,Foreman and Office Supervisor operate at the operational/lower level. Departmental heads are Middle-level.
2025,Business 2nd Paper,1,Comilla,Board,Which component is NOT part of the management 6'M's?,Man,Money,Method,Decision Making,d,"Decision making is a process/skill, whereas the 6 M's represent organizational resources."
2025,Business 2nd Paper,1,Comilla,Board,"Who said ""Management is universal""?",Robert Owen,F.W. Taylor,Socrates,Henri Fayol,d,Henri Fayol is famous for establishing the universality of management principles.
2025,Business 2nd Paper,1,Comilla,Board,What is the final function of management?,Control,Organizing,Planning,Coordination,a,"Control is the final step in the management cycle, evaluating performance against the plan."
2025,Business 2nd Paper,1,Comilla,Board,Through which management function are relationships between different individuals in an organization determined?,Planning,Organizing,Staffing,Directing,b,Organizing defines the structure and relationships (authority/responsibility) between individuals.
2025,Business 2nd Paper,1,Comilla,Board,What is the basis for other management functions?,Planning,Organizing,Staffing,Control,a,"Planning acts as the foundation upon which Organizing, Staffing, Directing, and Controlling are built."
2025,Business 2nd Paper,1,Comilla,Board,What is it called to link the work of various departments and sub-departments of an organization?,Planning,Coordination,Control,Leadership,b,Coordination ensures that the various units work in harmony and unity toward common goals.
2025,Business 2nd Paper,1,Sylhet,Board,From which foreign language did the word 'Management' originate?,Italian,Canadian,German,French,a,"The word 'Management' is derived from the Italian word 'Maneggiare', meaning 'to handle'."
2025,Business 2nd Paper,1,Sylhet,Board,How many levels of management are there?,2,3,4,5,b,"The standard academic classification of management levels consists of three: Top, Middle, and Lower."
2025,Business 2nd Paper,1,Sylhet,Board,[Stem: Mr. Rahim is a floor supervisor in a garment factory. His subordinates make clothes according to orders. He is trying but failing to complete production on time.] At which level is Mr. Rahim working?,Top,Middle,Lower,Middle-Lower,c,"A floor supervisor is a direct overseer of operations, which is the definition of Lower-level management."
2025,Business 2nd Paper,1,Sylhet,Board,"[Stem: Same as above] Strategy for Mr. Rahim to increase production: (i) Set production target per worker, (ii) Recommend promotion for best salesperson, (iii) Assist weak salespeople.",i & ii,i & iii,ii & iii,"i, ii & iii",b,Setting targets and assisting weak workers directly impacts production. Promotion of sales staff is irrelevant to production floor management.
2025,Business 2nd Paper,1,Sylhet,Board,What does the management cycle indicate the rotation of?,Goal,Functions,Custom,Method,b,"The management cycle refers to the continuous rotation and repetition of the functional steps (Planning, Organizing, etc.)."
2023,Business 2nd Paper,1,Dhaka,Board,Which element of the organization acts as the driving force for other elements?,Man,Machinery,Money,Information,a,Human resources (Man) are the active agents that utilize and direct all other non-human/passive resources.
2023,Business 2nd Paper,1,Dhaka,Board,Top-level management includes-,Regional Manager,Departmental Manager,Board of Directors,Supervisor,c,The Board of Directors constitutes the highest authority responsible for setting the strategic direction.
2023,Business 2nd Paper,1,Dhaka,Board,Which management function acts as a bridge between the present and the future?,Planning,Organizing,Directing,Coordination,a,"Planning involves forecasting future needs and deciding current actions, bridging the gap between today and tomorrow."
2023,Business 2nd Paper,1,Dhaka,Board,Which function helps to increase the motivation/spirit of employees?,Directing,Motivation,Control,Coordination,b,Motivation is the specific psychological process used to enhance the morale and drive of workers.
2023,Business 2nd Paper,1,Dhaka,Board,"[Stem: Mr. Mahin is involved in strategic planning, policy formulation, and decision-making for a cement company.] Mr. Mahin is an executive of which level?",Middle,Operational,Top,Lower,c,Strategic planning and policy-making are the core responsibilities of Top-level executives.
2023,Business 2nd Paper,1,Rajshahi,Board,Which management function is considered the foundation for other functions?,Planning,Organizing,Motivation,Control,a,Planning defines the path for all subsequent management activities.
2023,Business 2nd Paper,1,Rajshahi,Board,"Who said ""Management is universal""?",Socrates,Robert Owen,Aristotle,Plato,c,Aristotle (and later Henri Fayol) is associated with the idea of universal applicability of administration/management.
2023,Business 2nd Paper,1,Jessore,Board,Which level of managers directly supervise the work of employees?,Top,Middle,Lower,Top & Middle,c,Lower-level managers (supervisors) are in direct contact with operational staff.
2023,Business 2nd Paper,1,Jessore,Board,Who is the father of modern personnel management?,Henri Fayol,Robert Owen,James Watt,Adam Smith,b,Robert Owen is widely acknowledged as the father of modern personnel management for his reforms.
2023,Business 2nd Paper,1,Jessore,Board,Which function is necessary to resolve conflicts among organizational members?,Control,Motivation,Directing,Leadership,d,"Leadership is the ability to influence and guide people, which is crucial for resolving interpersonal conflicts."
2023,Business 2nd Paper,1,Sylhet,Board,How many levels of management are there?,3,4,5,6,a,"Three levels: Top, Middle, and Lower."
2023,Business 2nd Paper,1,Sylhet,Board,What is the final step in the management process?,Directing,Planning,Coordination,Control,d,Control is the final phase where performance is measured against standards.
2023,Business 2nd Paper,1,Sylhet,Board,"Who provided the concept of ""Management Universality""?",A. Allen,Plato,Socrates,Aristotle,a,Louis A. Allen is a management theorist known for articulating and categorizing management principles.
2023,Business 2nd Paper,1,Sylhet,Board,"[Stem: Mr. Alam is a manager. He plans to implement company goals, policies, and strategies. He organizes resources and manages control functions. Due to his skills, the company succeeded.] Mr. Alam is at which management level?",Top level,Middle level,Lower level,Administrative,b,"Middle-level managers are primarily responsible for implementing the goals, policies, and strategies set by top management."
2023,Business 2nd Paper,1,Sylhet,Board,"[Stem: Same as above] Mr. Alam's role in success includes- (i) Experience, (ii) Communication skills, (iii) Power to inspire.",i & ii,i & iii,ii & iii,"i, ii & iii",d,"A successful manager requires experience, effective communication to coordinate, and the ability to motivate subordinates."
2023,Business 2nd Paper,1,Barisal,Board,"Management is a- (i) Continuous process, (ii) Goal-oriented process, (iii) Dynamic process.",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Management is an ongoing, goal-directed, and dynamic (adaptable) process."
2023,Business 2nd Paper,1,Barisal,Board,Development of management is related to which type of education?,Specific task skill development,Multi-skill development,Conventional skill development,Inventory control,b,"Modern management requires a broad set of skills (conceptual, human, and technical) rather than just single-task proficiency."
2023,Business 2nd Paper,1,Barisal,Board,Time study is mainly used to increase-,Quality of work,Profit,Human resources,Productivity,d,"Time study, pioneered by Taylor, is primarily used to measure and improve operational efficiency and productivity."
2023,Business 2nd Paper,1,Barisal,Board,Which function is important to ensure accountability?,Planning,Directing,Coordination,Control,d,The control function measures performance and compares it against standards to establish accountability.
2023,Business 2nd Paper,1,Barisal,Board,Which is a basic element (resource) of management?,Planning,Organizing,Man,Control,c,"Man' (Human Resource) is one of the 6 M's, which are the fundamental elements/resources of management."
2023,Business 2nd Paper,1,Barisal,Board,How do management functions flow?,Vertically,Horizontally,Zig-zag,Cyclically,d,"Management is a process where functions repeat in a continuous loop, known as the management cycle."
2023,Business 2nd Paper,1,Barisal,Board,Growth and improvement of an organization depend on what?,Competition,Planning,Organizing,Division of labor,b,Effective planning is the blueprint that dictates the growth and strategic direction of an organization.
2023,Business 2nd Paper,1,Dinajpur,Board,Which management level is responsible for formulating organizational policies and plans?,Top,Middle,Lower-Middle,Lower,a,Policy formulation and long-term planning are the primary functions of Top-level management.
2023,Business 2nd Paper,1,Dinajpur,Board,How many levels of management are there?,2,3,4,5,b,"There are three standard levels: Top, Middle, and Lower."
2023,Business 2nd Paper,1,Dinajpur,Board,To which part of the human body can management be compared?,Eye,Brain,Arm,Chest,b,"Management acts as the 'brain' of the organization because it coordinates, directs, and makes all strategic decisions."
2023,Business 2nd Paper,1,Dinajpur,Board,Determining responsibility and accountability is related to which management function?,Planning,Control,Staffing,Organizing,d,"Organizing defines roles, responsibilities, and the chain of accountability."
2023,Business 2nd Paper,1,Mymensingh,Board,Who is a middle-level manager in an organization?,Director General,Marketing Manager,Factory Supervisor,President,b,"Marketing Managers, Departmental Heads, etc., represent the middle-management layer."
2023,Business 2nd Paper,1,Mymensingh,Board,Which is NOT included in the core functions of management?,Coordination,Organizing,Communication,Control,c,"While communication is essential, the core functions are Planning, Organizing, Staffing, Directing, Coordinating, and Controlling."
2023,Business 2nd Paper,1,Mymensingh,Board,Who is the father of Human Resource Management?,J. R. Commons,Hugo Munsterberg,Robert Owen,Elton Mayo,c,Robert Owen is historically credited with the foundations of human resource management.
2023,Business 2nd Paper,1,Mymensingh,Board,"[Stem: Mr. Samad decided to hire 50 workers. As production targets were not met, he investigated the cause and took action.] Mr. Samad is at which management level?",Lower,Top,Middle,Middle & Top,c,A manager responsible for hiring and managing production targets for a division is typically a middle-level manager.
2023,Business 2nd Paper,1,Mymensingh,Board,Taking action to achieve production targets is part of which management function?,Planning,Control,Organizing,Leadership,b,The process of finding causes for deviations (not meeting targets) and taking corrective action is the definition of Control.
2023,Business 2nd Paper,1,Chittagong,Board,Which is the next function of directing in the management cycle?,Motivation,Control,Organizing,Coordination,d,"In the standard sequence (Planning -> Organizing -> Staffing -> Directing -> Coordinating -> Controlling), Coordination follows Directing."
2023,Business 2nd Paper,1,Chittagong,Board,"The 6 'M's include- (i) Method, (ii) Material, (iii) Motivation.",i & ii,i & iii,ii & iii,"i, ii & iii",a,"The 6 M's are: Man, Money, Machines, Materials, Methods, and Markets. 'Motivation' is not a resource/element."
2023,Business 2nd Paper,1,Chittagong,Board,"[Stem: A college principal noticed a teacher not using materials. He directed the teacher to use them, and the teacher complied.] Regarding Henri Fayol: (i) Principles of management, (ii) Istanbul city, (iii) An engineer.",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Henri Fayol formulated principles of management, was a French mining engineer, and worked in Turkey (Istanbul) for his career."
2023,Business 2nd Paper,1,Comilla,Board,Whose quote is 'Management is universal'?,Thomas More,Luca Pacioli,Socrates,Robert Owen,c,"Management is universal' is a famous statement attributed to Socrates, highlighting that management principles are applicable in all fields."
2024,Business 2nd Paper,1,Viqarunnisa Noon School & College,College,"Tasks included in the work of a middle-level manager are- (i) Directing subordinate staff, (ii) Implementing plans, (iii) Formulating plans and policies.","i,ii","i,iii","ii,iii","i,ii,iii",a,Middle-level managers direct subordinates and implement plans set by top management; policy formulation is a top-level task.
2024,Business 2nd Paper,1,Viqarunnisa Noon School & College,College,Which is a universal objective of management?,Development of production process,Maximum utilization of resources,Supply of high-quality products,Appropriate control,b,The universal objective of management is the efficient and effective utilization of organizational resources.
2024,Business 2nd Paper,1,Viqarunnisa Noon School & College,College,"Included in 6'M' are- (i) Money, (ii) Method, (iii) Motivation.","i,ii","i,iii","ii,iii","i,ii,iii",a,"The 6 M's are Man, Money, Machines, Materials, Methods, and Markets. Motivation is not a resource/element."
2024,Business 2nd Paper,1,Viqarunnisa Noon School & College,College,How many levels of management are there?,3,4,5,6,a,"Management is classically divided into three levels: Top, Middle, and Lower (Supervisory)."
2024,Business 2nd Paper,1,Viqarunnisa Noon School & College,College,"Tasks of top-level management are- (i) Supervising workers, (ii) Setting goals, (iii) Setting policies.","i,ii","i,iii","ii,iii","i,ii,iii",c,"Top-level management focuses on strategic goals and policy setting, while supervision is a lower-level task."
2024,Business 2nd Paper,1,Dhaka Commerce College,College,Which of the following is correct?,Father of HRM: Abraham Maslow,Father of Modern Management: F. W. Taylor,Father of Scientific Management: Henri Fayol,Father of MBO: P. F. Drucker,d,Peter F. Drucker is known as the father of Management by Objectives (MBO). Others are incorrectly matched.
2024,Business 2nd Paper,1,Dhaka Commerce College,College,"Standards of a profession are- (i) Institutional recognition, (ii) Practical knowledge, (iii) Code of conduct.","i,ii","i,iii","ii,iii","i,ii,iii",d,"A true profession requires formal recognition, specialized practical knowledge, and a set ethical code of conduct."
2024,Business 2nd Paper,1,Dhaka Commerce College,College,[Stem: Rajon Sarkar sets policies and long-term plans for Adil Ltd.] Rajon Sarkar is at which level of management?,Top level,Middle level,Lower level,First-line,a,"Strategic planning, long-term goal setting, and policy-making are the core responsibilities of top-level management."
2024,Business 2nd Paper,1,Dhaka Commerce College,College,Who is the proponent of management universality?,Socrates,Henri Fayol,Taylor,Robbins,b,Henri Fayol is the primary proponent of the principle that management is a universal activity.
2024,Business 2nd Paper,1,Adamjee Cantonment College,College,What is the most acceptable sequence in the management process?,Planning-Organizing-Leading-Controlling,Planning-Controlling-Organizing-Leading,Planning-Leading-Organizing-Controlling,Organizing-Controlling-Leading-Planning,a,"The standard, widely accepted management function sequence begins with Planning and ends with Controlling."
2024,Business 2nd Paper,1,Holy Cross College,College,Who is the father of modern personnel management?,Henri Fayol,F. W. Taylor,Abraham Maslow,Robert Owen,d,Robert Owen is historically regarded as the father of personnel management for his focus on employee welfare.
2024,Business 2nd Paper,1,Comilla Victoria Govt. College,College,Management is always-,Goal-oriented,Work-oriented,Business-oriented,Self-oriented,a,Management exists solely to achieve specific organizational goals; it is inherently goal-oriented.
2024,Business 2nd Paper,1,Comilla Victoria Govt. College,College,"[Stem: Mr. Anis is a manager. He plans to implement company goals, policies, and strategies. He organizes resources and manages control functions.] Mr. Anis is at which management level?",Top level,Middle level,Lower level,Administrative,b,Middle-level managers act as the bridge by implementing the policies and strategies formulated by top management.
2024,Business 2nd Paper,1,Comilla Victoria Govt. College,College,"Mr. Anis's role in success includes- (i) Experience, (ii) Communication skills, (iii) Ability to inspire.","i,ii","i,iii","ii,iii","i,ii,iii",d,"A successful manager requires experience to guide, communication to coordinate, and leadership to inspire."
2024,Business 2nd Paper,1,Dhaka City College,College,Which management level directly supervises the workers' tasks?,Top,Middle,Lower,Lower & Middle,c,The lower-level (supervisory) management is in direct contact with operational workers.
2024,Business 2nd Paper,1,Dhaka City College,College,"[Stem: Mr. Tarif is a personnel manager who does mental and physical work. In the same company, Mr. Jamal leads a team of 40 workers.] Mr. Tarif is at which level?",Top,Middle,Lower,Lower-Middle,b,"A personnel (HR) manager is typically positioned at the middle-level, bridging top policy and operational needs."
2024,Business 2nd Paper,1,Dhaka City College,College,"Regarding Mr. Jamal in the stem: (i) Sets policy, (ii) Implements top-level directives, (iii) Does more physical labor.","i,ii","i,iii","ii,iii","i,ii,iii",c,"As a team leader/supervisor, he implements directives and engages in closer, more practical work (closer to physical labor)."
2024,Business 2nd Paper,1,Ideal School & College,College,Who is the father of Human Resource Management?,J. R. Commons,Hugo Munsterberg,Robert Owen,Elton Mayo,c,Robert Owen is credited as the foundational father of Human Resource Management.
2024,Business 2nd Paper,1,Ideal School & College,College,"[Stem: In Partex Group, A=Foreman, B=Sales Manager, C=Director.] B is at which level?",Top,Middle,Lower,Middle-Lower,b,A Sales Manager is a classic middle-level management position.
2024,Business 2nd Paper,1,Ideal School & College,College,What is the work of C (Director)?,Goal setting,Implementing plans,Collecting resources,Supervision,a,Directors (Top-level) are primarily responsible for goal setting and strategic decision-making.
2024,Business 2nd Paper,1,Ideal School & College,College,Paying government taxes on time is a management's-,Moral responsibility,Mandatory responsibility,Welfare responsibility,Social responsibility,d,Paying taxes is widely recognized as a key part of an organization's social responsibility toward the state.
2025,Business 2nd Paper,2,Dhaka,Board,Henri Fayol was a citizen of which country?,England,France,Germany,United States,b,Henri Fayol was a French mining engineer and is the father of modern management principles.
2025,Business 2nd Paper,2,Dhaka,Board,"Included in the principles of management provided by the father of modern management are- (i) Unity of command, (ii) Division of work, (iii) Principle of flexibility.",i & ii,i & iii,ii & iii,"i, ii, & iii",a,"Henri Fayol identified 14 principles, including Unity of Command and Division of Work; flexibility is not among his original 14."
2025,Business 2nd Paper,2,Rajshahi,Board,[Stem: Manager Mr. Alfaz of 'XYZ' institution strictly monitors that work is not unequally distributed among employees.] Which principle does he follow?,Flexibility,Balance,Division of Work,Span of Control,b,Ensuring equal distribution of work to avoid overload or underload on individuals follows the principle of Balance.
2025,Business 2nd Paper,2,Rajshahi,Board,What was F.W. Taylor by profession?,Textile Engineer,Mechanical Engineer,Civil Engineer,Mine Engineer,d,"F.W. Taylor, the father of Scientific Management, worked as a Mechanical Engineer, but specifically served as a Chief Engineer in a steel company (Mine Engineer/Steel/Metal works background)."
2025,Business 2nd Paper,2,Rajshahi,Board,"Scientific management principles are- (i) Science instead of rule of thumb, (ii) Establishing labor-management relations, (iii) Unity of command.",i & ii,i & iii,ii & iii,"i, ii, & iii",a,Science instead of rule of thumb and harmonious labor-management relations are key to Taylor's theory; Unity of Command is a Fayol principle.
