Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2019,Accounting 2nd Paper,1,Comilla Board,Board,"Given that the current year's outstanding salary expense is BDT 3,000, last year's outstanding salary was BDT 2,500, and the amount paid in the Receipts and Payments Account for salary is BDT 13,000. What is the true salary expense for the current year?","BDT 10,500","BDT 13,500","BDT 15,500","BDT 16,500",b,"Current Year Salary Expense = $\text{Cash Paid } (13,000) + \text{Current Outstanding } (3,000) - \text{Previous Outstanding } (2,500) = \text{BDT } 13,500$."
2019,Accounting 2nd Paper,1,Comilla Board,Board,"Read the stem and answer the question:

In 2018, Sammi Club collected a total subscription of BDT 74,000. Last year's outstanding subscription was BDT 4,000, and advance subscription collected for next year included in the total was BDT 3,000.


Q. Which subscription amount should be shown as current revenue income in the Income Statement?","BDT 67,000","BDT 70,000","BDT 71,000","BDT 72,000",a,"Current Subscription Income = $\text{Total Received } (74,000) - \text{Previous Arrear } (4,000) - \text{Next Year Advance } (3,000) = \text{BDT } 67,000$."
2019,Accounting 2nd Paper,1,Comilla Board,Board,"Read the stem and answer the question:

In 2018, Sammi Club collected a total subscription of BDT 74,000. Last year's outstanding subscription was BDT 4,000, and advance subscription collected for next year included in the total was BDT 3,000.


Q. To calculate the opening Capital Fund, what amount of subscription will be listed on the asset side?","BDT 3,000","BDT 4,000","BDT 5,000","BDT 9,000",b,"The outstanding subscription belonging to the previous year (BDT 4,000) was an asset at the beginning of 2018, so it is placed on the asset side of the opening statement."
2019,Accounting 2nd Paper,1,Barisal Board,Board,"Read the stem and answer the question:

Usha Smriti Songho has exactly 100 active members. Each member pays an annual subscription of BDT 150. During the current year, total subscription receipts amounted to BDT 12,800, which includes BDT 1,900 for previous year's arrears and BDT 2,800 as advance collections for the next year.


Q. What is the total subscription revenue that must be recognized for the current year?","BDT 12,800","BDT 14,700","BDT 15,000","BDT 17,500",c,"When membership count and rates are fixed, current year subscription revenue is calculated directly as: $\text{Total Members } (100) \times \text{Subscription Rate } (150) = \text{BDT } 15,000$."
2019,Accounting 2nd Paper,1,Barisal Board,Board,"Read the stem and answer the question:

Usha Smriti Songho has exactly 100 active members. Each member pays an annual subscription of BDT 150. During the current year, total subscription receipts amounted to BDT 12,800, which includes BDT 1,900 for previous year's arrears and BDT 2,800 as advance collections for the next year.


Q. The advance subscription received for the next year must be recorded as—


i. Deducted from total subscriptions in the Income & Expenditure account

ii. Deducted while determining the opening Capital Fund

iii. Listed on the Liabilities side of the Statement of Financial Position


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,Advance subscription received for next year is subtracted from current collections in the income statement (i) and shown as a liability on the final balance sheet (iii). It has no relation to the opening Capital Fund calculation (ii).
2019,Accounting 2nd Paper,1,Chittagong Board,Board,What is the excess of total opening assets over total opening liabilities in a non-profit organization called?,Ownership Fund,Surplus Fund,Capital Fund,Reserved Fund,c,"The excess of opening total assets over opening total liabilities is termed the Capital Fund (মূলধন তহবিল), which represents net institutional wealth."
2019,Accounting 2nd Paper,1,Sylhet Board,Board,Which type of balance ledger ledger balance is standardly shown by a Receipts and Payments Account?,Credit balance,Debit balance,Zero balance,Debit or Credit balance,b,"Because a Receipts and Payments Account tracks real cash inflows and outflows, total cash payments cannot exceed total cash receipts. Thus, it always shows a Debit balance (ডেবিট জের)."
2019,Accounting 2nd Paper,1,Dinajpur Board,Board,What do capital expenditures and capital receipts signify in non-profit operations?,Liabilities and Expenses,Liabilities and Assets,Incomes and Assets,Incomes and Expenses,b,"Capital receipts create long-term corporate obligations (Liabilities), and capital payments involve buying long-term resource benefits (Assets). Thus, they signify Liabilities and Assets (দায় ও সম্পদ)."
2019,Accounting 2nd Paper,1,Dinajpur Board,Board,What serves as the cash book equivalent for recording transaction records in non-profit entities?,Cash Receipts Book,Cash Payments Book,Receipts and Payments Account,Cash Collection Book,c,"Non-profit entities do not maintain a traditional cash book; instead, they maintain a Receipts and Payments Account (প্রাপ্তি ও প্রধান হিসাব) to summarize all cash flows."
2019,Accounting 2nd Paper,1,Dinajpur Board,Board,"Total subscription cash received during the current year is BDT 60,000, which includes BDT 6,000 for the previous year and BDT 8,000 for the next year. Additionally, BDT 10,000 of current year subscriptions remains outstanding. What amount will be shown in the current Income & Expenditure account?","BDT 52,000","BDT 56,000","BDT 72,000","BDT 78,000",b,"Current Year Revenue Income = $\text{Total Received } (60,000) - \text{Previous Arrear } (6,000) - \text{Next Advance } (8,000) + \text{Current Outstanding } (10,000) = \text{BDT } 56,000$."
2018,Accounting 2nd Paper,1,Combined Board,Board,"If advance subscription collections for the subsequent next year are given in adjustments—


i. It must be subtracted from current subscription income

ii. It must be shown on the Liabilities side of the Balance Sheet

iii. It must be shown on the Assets side of the Balance Sheet


Which of the following is correct?",i and ii,ii and iii,i and iii,"i, ii and iii",a,Unearned income collected in advance must be subtracted from current period revenues (i) and reported as an institutional obligation on the liabilities side of the final balance sheet (ii).
2017,Accounting 2nd Paper,1,Jessore Board,Board,Through which account can the complete liquid financial standing and cash status of a non-profit organization be checked?,Income and Expenditure Account,Receipts and Payments Account,Capital Account,Balance Sheet / Statement of Position,b,"The Receipts and Payments Account (প্রাপ্তি প্রদান হিসাব) acts as a cash summary, showing opening balances, cash movements, and closing cash positions."
2017,Accounting 2nd Paper,1,Jessore Board,Board,"When subscriptions for the subsequent year are received during the current fiscal year, how are they categorized?",Revenue Income,Asset,Expense,Liability,d,"Subscriptions received in advance represent unearned revenue obligations, which are categorized as current Liabilities (দায়) until the performance period occurs."
2017,Accounting 2nd Paper,1,Jessore Board,Board,"Subscriptions collected during the current year are BDT 20,000, which includes BDT 2,000 for the previous year and BDT 3,000 for the next year. If BDT 4,000 remains outstanding for the current year, what is the subscription income for the Income & Expenditure account?","BDT 21,000","BDT 19,000","BDT 18,000","BDT 11,000",b,"Subscription Income = $\text{Cash Received } (20,000) - \text{Previous Arrear } (2,000) - \text{Next Advance } (3,000) + \text{Current Outstanding } (4,000) = \text{BDT } 19,000$."
2017,Accounting 2nd Paper,1,Barisal Board,Board,"Private practitioners such as Doctors, Engineers, and Lawyers form entities that fall under which category?",Profit-oriented Non-Trading Institution,Profit-oriented Trading Business,Non-profit Non-Trading Institution,Non-profit Trading Business,a,"Professional practitioners do not buy or sell tangible goods (making them Non-Trading), but they offer skills to earn a profit livelihood, making them Profit-oriented Non-Trading Institutions (মুনাফাভোগী অব্যবসায়ী)."
2017,Accounting 2nd Paper,1,Barisal Board,Board,"Capital-natured incomes of a non-profit institution are recognized and entered into—


i. The debit side of the Receipts and Payments Account

ii. The credit side of the Income and Expenditure Account

iii. The liabilities side of the Balance Sheet


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Capital receipts represent actual cash inflows, so they are debited in the receipts account (i). Because they are capital items, they are shown as liabilities on the balance sheet (iii) rather than as revenue income (ii)."
2017,Accounting 2nd Paper,1,Sylhet Board,Board,"Which of the following institutions are legally established for purposes other than earning business profits?


i. Hospital

ii. Uttara Bank Ltd.

iii. Red Crescent Society


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,Hospitals (i) and welfare entities like the Red Crescent Society (iii) provide public services without profit motives. Uttara Bank Ltd. (ii) is a commercial corporate banking firm established to earn profit.
2017,Accounting 2nd Paper,1,Sylhet Board,Board,"The credit side of a Receipts and Payments Account shows that interest paid on a 5% loan for a six-month period is BDT 3,900. What is the total principal amount of the loan?","BDT 156,000","BDT 78,000","BDT 19,500","BDT 9,750",a,"Six-month interest = BDT 3,900 $\implies$ Annual interest cost = $3,900 \times 2 = \text{BDT } 7,800$.

Since the annual interest rate is 5%: $\text{Principal Loan Amount} = \frac{7,800}{0.05} = \text{BDT } 156,000$."
2017,Accounting 2nd Paper,1,Dhaka Board,Board,Which of the following items must NOT be listed or included within a non-profit's Income and Expenditure Account?,Locker Rent,Subscriptions,Yard Maintenance Costs,Yard Development Expenditures,d,"Locker rent, subscriptions, and maintenance are revenue incomes and expenses. Yard Development Expenditures (প্রাঙ্গন উন্নয়ন) represent capital outlays that improve fixed assets, so they belong on the balance sheet instead."
2017,Accounting 2nd Paper,1,Dhaka Board,Board,Which of the following options represents a long-term capital expenditure item?,Rent Paid,Salaries Paid,Purchase of Furniture,Stationeries Purchased,c,"Rent, salaries, and office stationeries are short-term operational revenue costs. Buying Furniture (আসবাবপত্র ক্রয়) creates a long-term fixed asset benefit, making it a capital expenditure."
2017,Accounting 2nd Paper,1,Dhaka Board,Board,"Non-cash transactions are NOT recorded or included in—


i. Receipts and Payments Account

ii. Income and Expenditure Account

iii. Balance Sheet (Statement of Financial Position)


Which of the following is correct?",i,ii,iii,"i, ii and iii",a,"The Receipts and Payments Account is purely a cash summary book, meaning non-cash items (such as depreciation or outstanding accruals) are completely excluded (i). Income-Expenditure accounts (ii) and Balance Sheets (iii) must record non-cash accruals to satisfy basic accounting rules."
2017,Accounting 2nd Paper,1,Rajshahi Board,Board,"Usha Seva Songho has a total of 890 active members. The annual membership subscription fee is BDT 50 per member. During the current year, 90 members have not yet paid their annual dues. What amount should be credited as subscription revenue in the Income and Expenditure Account?","BDT 40,000","BDT 44,500","BDT 42,000","BDT 45,000",b,"In non-profit accounting, current revenue income is based on total accruals for the period, regardless of whether the money was collected. Therefore, the revenue is calculated directly as: $\text{Total Members } (890) \times \text{Annual Fee } (50) = \text{BDT } 44,500$."
2017,Accounting 2nd Paper,1,Rajshahi Board,Board,"Office rent has been paid for a 9-month period amounting to BDT 29,250. What is the total amount of outstanding (arrear) rent for a full 12-month financial year?","BDT 8,450","BDT 9,550","BDT 9,750","BDT 10,250",c,"Monthly Rent cost = $\frac{29,250}{9} = \text{BDT } 3,250$.

A full financial year contains 12 months, which leaves an outstanding period of: $12 - 9 = 3\text{ months}$.

Total Outstanding Rent = $3\text{ months} \times 3,250 = \text{BDT } 9,750$."
2017,Accounting 2nd Paper,1,Rajshahi Board,Board,Which of the following ledger items is NOT recorded or included in the Receipts and Payments Account?,Subscription received in advance,Outstanding / Arrear subscription,General Grants and Donations,Endowments and Legacies received,b,"The Receipts and Payments Account only records actual cash inflows and cash outflows. Outstanding subscription (বকেয়া চাঁদা) is a non-cash accrual asset, meaning it does not enter the cash record until cash is actually collected."
2017,Accounting 2nd Paper,1,Comilla Board,Board,"A portion of uncollected subscription from the previous financial year remains uncollected during the current year as well. What is the correct accounting treatment for this item?


i. It must be added to current subscription revenues in the Income & Expenditure account

ii. It must be listed as an asset while preparing the Opening Capital Fund

iii. It must be listed as an asset on the final closing Balance Sheet


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Since it was due at the start of the year, it is an asset for the opening capital fund (ii). Because it remains uncollected at year-end, it continues to be a resource and must be listed as a current asset on the closing balance sheet (iii). It has no relation to current year revenue (i)."
2017,Accounting 2nd Paper,1,Comilla Board,Board,How is a Life Membership Subscription categorized under non-profit accounting principles?,Revenue Income,Capital Receipt / Capital Income,Fixed Asset,Revenue Expenditure,b,"A life membership subscription (আজীবন সদস্য চাঁদা) is a non-recurring, lump-sum payment that provides long-term institutional benefits. It is therefore classified as a Capital Receipt (মূলধন জাতীয় আয়)."
2017,Accounting 2nd Paper,1,Dinajpur Board,Board,"Which of the following options represents the primary, core purpose behind establishing a non-profit organization?",Buying and selling goods to maximize profit,Manufacturing and distributing commercial items for profit,Providing welfare services to members and the community,Trading equity shares and commercial debentures,c,"Non-profit institutions are established to provide social services, public welfare benefits, and mutual group support (সদস্যদের সেবা ও জনকল্যাণমূলক কাজ), rather than earning commercial trading profits."
2017,Accounting 2nd Paper,1,Dinajpur Board,Board,"Which of the following institutional characteristics are true for a non-profit service entity?


i. It operates primarily to deliver social welfare services

ii. It has no single commercial owner or equity holder

iii. Its capital structure is divided into equity shares


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Non-profit entities are established to provide welfare services (i) and do not have commercial owners or equity holders (ii). They do not issue capital stock shares (iii). Thus, statements i and ii are correct."
2017,Accounting 2nd Paper,1,Dinajpur Board,Board,"Under what financial condition does an organization experience a ""Surplus of Income over Expenditure"" (ব্যয়াতিরিক্ত আয়)?",When total operational expenditures exceed total revenues,When total operational expenditures exceed total assets,When total revenue incomes exceed total operating expenditures,When total revenue expenditures exceed total revenue incomes,c,A surplus of income over expenditure occurs when an organization's total recurring revenue incomes are greater than its total recurring operational expenditures ($\text{মোট আয় } > \text{ মোট ব্যয়}$).
2017,Accounting 2nd Paper,1,Chittagong Board,Board,"Read the stem and answer the question:

For the year ended December 31, 2016, Chourangi Club collected a total subscription amount of BDT 80,000. This total includes BDT 5,000 received for 2015 arrears and BDT 8,000 received as an advance collection for 2017. Additionally, BDT 1,000 of current subscriptions remains outstanding at the end of 2016.


Q. What is the true subscription revenue income for the financial year 2016?","BDT 67,000","BDT 68,000","BDT 77,000","BDT 78,000",b,"Current Year Subscription Income = $\text{Total Received } (80,000) - \text{Previous Year Arrear } (5,000) - \text{Next Year Advance } (8,000) + \text{Current Year Outstanding } (1,000) = \text{BDT } 68,000$."
2017,Accounting 2nd Paper,1,Chittagong Board,Board,"Read the stem and answer the question:

For the year ended December 31, 2016, Chourangi Club collected a total subscription amount of BDT 80,000. This total includes BDT 5,000 received for 2015 arrears and BDT 8,000 received as an advance collection for 2017. Additionally, BDT 1,000 of current subscriptions remains outstanding at the end of 2016.


Q. The advance subscription receipt of BDT 8,000 must be adjusted and accounted for as follows—


i. Deducted from the opening Capital Fund balances

ii. Deducted from total subscription receipts in the Income & Expenditure Account

iii. Reported as a current liability under the Balance Sheet accounts


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Advance collections for next year must be deducted from current receipts to isolate current-period revenue (ii). Because it represents an unearned performance obligation, it must be recorded as a current liability on the final balance sheet (iii)."
2017,Accounting 2nd Paper,1,Chittagong Board,Board,"To calculate the opening Capital Fund of a non-profit organization, which of the following ledger items must be subtracted from total assets?","Salary paid in advance during the previous year amounting to BDT 3,600","Uncollected member subscriptions from the previous year amounting to BDT 3,600","Three months of insurance premiums prepaid during the previous year amounting to BDT 3,600","Unpaid stationery expenses belonging to the previous year amounting to BDT 3,600",d,"Capital Fund is calculated as: $\text{Opening Assets} - \text{Opening Liabilities}$. Prepaid salaries, uncollected subscriptions, and prepaid insurance are all opening assets. Unpaid bills for stationery represent an opening liability, meaning they must be subtracted."
2017,Accounting 2nd Paper,1,Chittagong Board,Board,"When a portion of outstanding accrued income from a prior financial year is successfully collected during the current period, which accounting balances are affected?


i. The Opening Asset balances

ii. The Current Year's Revenue Income balances

iii. The Closing Asset balances


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Prior outstanding income collected now was an opening asset (i). Collecting it converts it into cash, reducing the closing receivable asset balance (iii). It represents cash from a prior period, so it does not affect current year revenue (ii)."
2026,Accounting 2nd Paper,1,college,College,Which of the following ledger entries is completely excluded from a non-profit organization's Receipts and Payments Account?,Admission / Enrollment Fees received,Asset Depreciation adjustments,Subscriptions and Donations collected,Revenue income received in advance,b,"The Receipts and Payments Account acts as a summary cash book. Depreciation (অবচয়) is a non-cash expense that involves no actual movement of cash, meaning it is excluded from this account."
2026,Accounting 2nd Paper,1,college,College,Which of the following financial statements or accounts is NOT prepared or maintained by a non-profit service institution?,Profit and Loss Appropriation Account,Receipts and Payments Account,Capital Fund Account,Income and Expenditure Account,a,"Non-profit institutions do not have commercial profits or equity shareholders. As a result, they never prepare a Profit and Loss Appropriation Account (লাভ-লোকসান বণ্টন হিসাব), which is used to distribute business profits."
2026,Accounting 2nd Paper,1,college,College,"What is the fundamental, primary objective behind establishing and operating a non-profit organization?",Safeguarding and preserving national physical assets,Accumulating larger pools of institutional capital wealth,Delivering selfless welfare services to the general public,Maximizing commercial trading profits,c,"The fundamental purpose of non-profit institutions is to provide social services and support the public welfare (জনকল্যাণ করা), rather than generating commercial trading profits."
2026,Accounting 2nd Paper,1,college,College,Which of the following ledger adjustments must NOT be recorded or included within the Income and Expenditure Account?,Revenue income received in advance,Outstanding accrued income,Fixed asset depreciation,Purchases of goods on credit terms,a,"The Income and Expenditure Account focuses on current revenue items. Income received in advance (অগ্রিম প্রাপ্ত আয়) belongs to a future fiscal period, meaning it is excluded from current revenue and recorded as a liability instead."
2026,Accounting 2nd Paper,1,college,College,Which of the following choices does NOT represent a standard source of revenue income for a non-profit organization?,Cash proceeds generated from selling trading inventory items,Admission and registration fees paid by new members,Long-term life membership subscription fees,Wealth received via institutional wills and testaments,a,"Non-profit entities do not buy and sell commercial goods as a core activity. Therefore, cash proceeds from selling trading goods (পণ্য বিক্রয়লব্ধ অর্থ) belong to trading businesses, not non-profit service entities."
2026,Accounting 2nd Paper,1,college,College,Which specific financial statement summarizes all cash inflows and outflows for a non-profit organization throughout the year?,Cash Ledger Account,Receipts and Payments Account,Balance Sheet / Statement of Position,Income and Expenditure Account,b,The Receipts and Payments Account (প্রাপ্তি ও প্রদান হিসাব) summarizes all actual cash receipts and cash payments that occur during a financial year.
2026,Accounting 2nd Paper,1,college,College,Which of the following items is completely ignored and NOT considered when calculating the opening Capital Fund?,Outstanding accrued subscriptions,Total subscription revenue for the current period,Outstanding employee salaries payable,Prepaid office rent expenses,b,"Capital Fund is calculated as: $\text{Opening Assets} - \text{Opening Liabilities}$. Prior outstanding subscriptions, unpaid salaries, and prepaid rents are all opening balance items. Current year subscription revenue (চাঁদা আয়) is a current income item and is excluded from the opening fund calculation."
2026,Accounting 2nd Paper,1,college,College,"When a non-profit organization's total operating expenditures exceed its total revenue incomes, the resulting balance is termed:",Deficit of Income over Expenditure,Net Loss,Net Income,Net Expense,a,"If operational expenditures exceed revenue incomes, the resulting balance is called a ""Deficit of Income over Expenditure"" (আয় অতিরিক্ত ব্যয়). Non-profits use this term instead of ""Net Loss."""
2026,Accounting 2nd Paper,1,college,College,"What structural effect does a ""Surplus of Income over Expenditure"" have on a non-profit's financial statements?",It decreases the total value of the Capital Fund,It increases the total value of owner equity,It reduces the total value of owner equity,It increases the total value of the Capital Fund,d,"A surplus of income over expenditure (ব্যয় অতিরিক্ত আয়) represents net accumulated wealth for the period. It is transferred to the balance sheet, where it increases the Capital Fund (মূলধন তহবিল বাড়িয়ে দেয়)."
2026,Accounting 2nd Paper,1,college,College,Which of the following adjustments will NOT affect or change the balance of the current period's Income and Expenditure Account?,Collection of outstanding subscription amounts from a previous year,Recognition of outstanding accrued member subscriptions for the current year,Arrear employee salaries payable for the current period,Subscriptions collected in advance during the prior year for use today,a,"Collecting prior outstanding subscriptions only affects cash and asset balances. It has no impact on the current period's Income and Expenditure Account, as that revenue was already recognized in a prior period."
2026,Accounting 2nd Paper,1,college,College,"In professional accounting, the term ""Capital Fund"" of a non-profit concern refers to:",The net difference between opening assets and liabilities on a specific day,The difference between assets and liabilities calculated over an extended time period,The difference between cash receipts and cash payments over an extended period,The net difference between current revenue income and operating expenditures,a,The Capital Fund (মূলধন তহবিল) is defined as the net difference between total assets and total liabilities measured at a specific point in time ($\text{Capital Fund} = \text{Assets} - \text{Liabilities}$)—usually on the first day of the financial year.
2026,Accounting 2nd Paper,1,college,College,Which of the following options is NOT an example of a specific-purpose or designated restricted fund in a non-profit institution?,Capital Fund,Development Fund,Tournament Fund,Entertainment / Refreshment Fund,a,"Development, tournament, and entertainment funds are restricted funds set aside for specific activities. The Capital Fund (মূলধন তহবিল) is the general, unrestricted equity fund of the organization."
2026,Accounting 2nd Paper,1,college,College,"Apex Club has exactly 3,000 members, each paying an annual membership fee of BDT 200. During the fiscal year 2006, 300 members paid their dues in advance during 2005, 600 members paid their dues in advance for the year 2007, and 200 members failed to pay their dues for 2006. What was the total cash subscription received in 2006, expressed in Lakh Taka?",6.20 Lakh Taka,8.00 Lakh Taka,8.40 Lakh Taka,7.40 Lakh Taka,a,"Target collections for current active members = $\text{Total Members } (3,000) - \text{Paid in Advance } (300) - \text{Unpaid Current } (200) = 2,500\text{ members}$.

Cash from current members = $2,500 \times 200 = \text{BDT } 500,000$.

Cash received as advance for 2007 = $600\text{ members} \times 200 = \text{BDT } 120,000$.

Total Cash Received = $500,000 + 120,000 = \text{BDT } 620,000$, which equals $6.20\text{ Lakh Taka}$."
2026,Accounting 2nd Paper,1,college,College,"Total subscription collections received during the current year amount to BDT 50,000. This collection includes BDT 5,000 for the prior year and BDT 7,500 collected as an advance for the next year. If the current year's outstanding uncollected subscription is BDT 9,000, what total amount must be credited under subscriptions in the Income and Expenditure Account?","BDT 46,500","BDT 71,500","BDT 53,500","BDT 50,000",a,"Current Subscription Revenue = $\text{Total Cash Received } (50,000) - \text{Prior Year Arrears } (5,000) - \text{Next Year Advance } (7,500) + \text{Current Outstanding } (9,000) = \text{BDT } 46,500$."
2026,Accounting 2nd Paper,1,college,College,The Capital Fund of a non-profit entity is generated and structurally built from:,The surplus balance of total institutional revenues over operational costs,The net accumulation of total institutional assets over total liabilities,The total remaining cash balances stored in bank vaults,The net premium received from issuing corporate stock shares,b,The opening Capital Fund of a non-profit concern is built directly from the excess of its total opening resources and assets over its liabilities ($\text{assets} - \text{liabilities}$).
2026,Accounting 2nd Paper,1,college,College,"In non-profit financial accounting, the excess of total assets over total obligations and liabilities is termed:",Net Worth,Capital Fund,Current Asset,Capital Stock,b,"The difference where assets exceed liabilities in a non-profit organization is called the Capital Fund (মূলধন তহবিল), which represents net institutional wealth."
2026,Accounting 2nd Paper,1,college,College,Which of the following financial adjustments will NOT influence or affect the preparation of the Income and Expenditure Account?,Member subscriptions collected in advance during the prior financial year,Accrued outstanding office rent expenses from the current fiscal year,Member subscriptions remaining uncollected at the end of the current year,Salary expenses paid in advance for the subsequent fiscal year,d,Salaries paid in advance for next year are treated as a current asset on the balance sheet. This transaction does not affect the current period's Income and Expenditure Account because the expense has not yet been incurred.
2019,Accounting 2nd Paper,1,"Barisal, Rajshahi, Chittagong, Dinajpur Boards",Board,What is the main source of revenue income for non-profit organizations?,Sale of goods,Providing services,Subscription,Donation,c,"Members' subscriptions (চাঁদা) represent the regular, principal source of operating revenue income that sustains the day-to-day functions of non-profit entities."
